NameYear,Name,Pos,Age,TeamOrTot,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,Salary,ID,Team,SalClean,SalNorm
PJ_Washington_2021,P.J. Washington,PF,23,CHO,65,28,27.2,3.8,8.2,.470,1.7,4.6,.365,2.2,3.6,.606,.573,0.9,1.2,.716,1.3,3.9,5.2,2.3,0.9,0.9,1.3,2.3,10.3,.566,11.2,3.3,-0.1,0.2,15.5,1.6,.152,-0.2,4.8,1.8,13.6,1.5,12.6,10.1,.588,15.6,0.9,3.4,.091,"$4,215,120",/players/w/washipj01.html,CHO,4.21512,
Yuta_Watanabe_2021,Yuta Watanabe,SF,27,TOR,38,4,11.7,1.5,3.6,.406,0.7,2.1,.342,0.8,1.6,.492,.504,0.6,1.1,.600,0.5,1.9,2.4,0.6,0.3,0.4,0.5,1.0,4.3,.572,6.6,3.5,-2.0,0.0,19.0,0.6,.290,-1.9,4.2,0.1,11.5,1.2,10.9,11.2,.524,16.8,0.0,0.7,.075,"$1,762,769",/players/w/watanyu01.html,TOR,1.762769,
Lindy_Waters_III_2021,Lindy Waters III,SG,24,OKC,25,1,18.6,2.8,7.0,.406,2.1,5.8,.363,0.7,1.2,.621,.557,0.2,0.2,.800,0.2,2.7,2.9,1.0,0.8,0.3,0.4,1.2,8.0,.834,8.1,1.6,-1.6,-0.8,15.0,0.5,.029,-0.8,1.3,0.3,13.0,2.0,5.8,8.1,.562,17.5,0.1,0.8,.081,,/players/w/waterli01.html,OKC,,
Tremont_Waters_2021,Tremont Waters,PG,24,TOT,3,0,16.7,1.3,4.7,.286,0.7,3.0,.222,0.7,1.7,.400,.357,0.0,0.0,,0.0,1.3,1.3,2.3,1.7,0.0,1.3,1.3,3.3,.643,18.2,0.0,-7.7,0.1,9.2,0.1,.000,-7.8,0.0,-0.1,5.4,5.0,22.2,4.3,.357,15.5,-0.1,0.0,-0.042,,/players/w/watertr01.html,WAS,,
Trendon_Watford_2021,Trendon Watford,SF,21,POR,48,10,18.1,3.0,5.6,.532,0.2,0.8,.237,2.8,4.8,.581,.549,1.5,2.0,.755,1.2,3.0,4.1,1.7,0.5,0.6,0.9,2.4,7.6,.142,14.6,3.2,-1.7,-0.4,18.6,0.5,.352,-1.4,7.0,1.4,15.8,1.4,12.5,12.6,.590,17.6,0.1,1.9,.104,"$260,561",/players/w/watfotr01.html,POR,0.260561,
Paul_Watson_2021,Paul Watson,SF,27,OKC,9,3,17.3,1.3,3.9,.343,0.7,2.9,.231,0.7,1.0,.667,.429,0.1,0.2,.500,0.3,2.7,3.0,0.9,0.3,0.3,0.4,1.1,3.4,.743,7.2,1.8,-5.4,-0.6,16.1,0.1,.057,-4.8,1.9,-0.1,5.7,0.9,10.0,8.9,.432,11.0,-0.1,0.0,.001,,/players/w/watsopa01.html,OKC,,
Quinndary_Weatherspoon_2021,Quinndary Weatherspoon,SG,25,GSW,11,0,6.6,1.1,1.9,.571,0.1,0.5,.200,1.0,1.5,.688,.595,0.5,0.5,1.000,0.2,1.1,1.3,0.5,0.1,0.1,0.3,1.4,2.7,.238,10.1,1.3,-4.4,0.1,17.4,0.1,.238,-4.5,3.1,0.1,12.0,0.7,11.5,10.5,.647,15.7,0.0,0.2,.148,,/players/w/weathqu01.html,GSW,,
Russell_Westbrook_2021,Russell Westbrook,PG,33,LAL,78,78,34.3,7.0,15.8,.444,1.0,3.4,.298,6.0,12.4,.485,.476,3.4,5.1,.667,1.4,6.0,7.4,7.1,1.0,0.3,3.8,3.0,18.5,.215,31.6,0.7,-1.6,-0.9,18.8,2.3,.324,-0.7,4.4,-0.6,15.0,1.3,17.3,11.6,.512,27.3,0.2,1.7,.030,"$44,211,146",/players/w/westbru01.html,LAL,44.211146,
Coby_White_2021,Coby White,PG,21,CHI,61,17,27.5,4.6,10.6,.433,2.2,5.8,.385,2.3,4.8,.491,.539,1.3,1.5,.857,0.3,2.7,3.0,2.9,0.5,0.2,1.1,2.2,12.7,.548,15.0,0.6,-2.1,-1.7,11.0,0.8,.141,-0.4,1.1,1.6,12.6,0.8,9.3,6.1,.564,19.8,0.0,2.4,.067,"$5,837,760",/players/w/whiteco01.html,CHI,5.83776,
Derrick_White_2021,Derrick White,SG,27,TOT,75,52,29.3,4.5,10.7,.421,1.5,4.9,.312,3.0,5.7,.515,.493,2.7,3.1,.864,0.5,3.0,3.5,4.9,0.9,0.8,1.6,2.3,13.2,.461,22.9,2.3,0.9,0.6,10.7,2.3,.294,0.4,1.8,2.8,14.8,1.4,11.6,6.3,.549,19.9,1.6,5.1,.111,"$15,178,571",/players/w/whitede01.html,BOS,15.178571,
Hassan_Whiteside_2021,Hassan Whiteside,C,32,UTA,65,8,17.9,3.3,5.1,.652,0.0,0.0,,3.3,5.1,.652,.652,1.6,2.6,.623,2.6,5.0,7.6,0.4,0.3,1.6,0.8,2.8,8.2,.000,3.4,7.8,2.1,1.4,29.9,2.3,.506,0.6,16.2,3.4,22.9,0.9,11.6,23.3,.662,17.1,1.2,5.8,.238,"$2,401,537",/players/w/whiteha01.html,UTA,2.401537,
Joe_Wieskamp_2021,Joe Wieskamp,SG,22,SAS,29,0,7.1,0.7,1.9,.357,0.5,1.5,.326,0.2,0.4,.462,.482,0.2,0.4,.538,0.1,0.3,0.5,0.3,0.1,0.1,0.1,0.5,2.1,.768,5.5,1.2,-3.9,-1.1,5.2,0.1,.232,-2.9,2.0,0.1,7.1,0.9,3.1,3.6,.494,13.1,-0.1,0.1,.035,"$202,068",/players/w/wieskjo01.html,SAS,0.202068,
Aaron_Wiggins_2021,Aaron Wiggins,SG,23,OKC,50,35,24.2,3.1,6.7,.463,0.8,2.8,.304,2.3,4.0,.573,.525,1.2,1.7,.729,1.0,2.5,3.6,1.4,0.6,0.2,1.1,1.9,8.3,.409,8.5,0.8,-4.3,-0.9,11.0,0.8,.252,-3.4,4.3,0.5,10.3,1.2,12.6,7.6,.556,15.3,-0.7,1.2,.048,"$1,000,000",/players/w/wiggiaa01.html,OKC,1.0,
Andrew_Wiggins_2021,Andrew Wiggins,SF,26,GSW,73,73,31.9,6.5,14.0,.466,2.2,5.5,.393,4.4,8.5,.513,.543,2.0,3.2,.634,1.2,3.3,4.5,2.2,1.0,0.7,1.5,2.2,17.2,.392,10.8,2.1,0.4,0.1,10.9,3.4,.231,0.3,4.1,1.8,15.0,1.6,9.0,7.6,.560,23.1,1.4,5.1,.105,"$31,579,390",/players/w/wiggian01.html,GSW,31.57939,
Lindell_Wigginton_2021,Lindell Wigginton,PG,23,MIL,19,0,10.5,1.4,3.2,.426,0.5,1.4,.346,0.9,1.8,.486,.500,1.0,1.8,.543,0.2,1.2,1.3,1.2,0.3,0.1,0.6,0.9,4.2,.426,15.7,0.5,-5.0,-1.9,11.5,0.1,.574,-3.2,1.6,0.0,10.2,1.2,13.6,6.7,.524,19.0,-0.2,0.2,.044,,/players/w/wiggili01.html,MIL,,
Brandon_Williams_2021,Brandon Williams,PG,22,POR,24,16,26.7,4.4,11.8,.372,1.3,4.4,.292,3.1,7.3,.420,.427,2.8,4.0,.701,0.8,2.3,3.1,3.9,1.0,0.4,2.4,2.2,12.9,.376,23.1,1.5,-5.7,-3.1,9.8,0.2,.344,-2.6,3.1,-0.7,11.0,1.8,15.2,6.4,.476,25.9,-0.6,-0.5,-0.037,,/players/w/willibr03.html,POR,,
Grant_Williams_2021,Grant Williams,PF,23,BOS,77,21,24.4,2.7,5.6,.475,1.4,3.4,.411,1.3,2.3,.569,.597,1.1,1.2,.905,0.8,2.7,3.6,1.0,0.5,0.7,0.8,2.4,7.8,.597,5.7,2.8,-0.4,1.1,11.8,2.6,.220,-1.4,3.8,2.4,11.2,1.0,11.6,7.9,.635,12.6,0.8,5.1,.130,"$2,617,800",/players/w/willigr01.html,BOS,2.6178,
Kenrich_Williams_2021,Kenrich Williams,SF,27,OKC,49,0,21.9,3.0,6.5,.461,0.8,2.5,.339,2.1,4.0,.536,.525,0.6,1.1,.545,1.5,3.0,4.5,2.2,0.9,0.2,0.9,1.7,7.4,.382,15.3,0.9,-0.3,1.1,14.1,1.0,.174,-1.3,7.1,0.8,13.3,2.0,11.9,10.5,.532,15.6,0.5,1.8,.081,"$2,000,000",/players/w/willike04.html,OKC,2.0,
Lou_Williams_2021,Lou Williams,PG,35,ATL,56,0,14.3,2.2,5.7,.391,0.7,1.8,.363,1.6,3.9,.404,.448,1.2,1.4,.859,0.3,1.3,1.6,1.9,0.5,0.1,0.8,0.9,6.3,.319,18.6,0.3,-3.4,-1.4,9.7,0.4,.244,-2.0,2.2,0.2,12.1,1.7,10.8,6.0,.500,21.7,-0.3,0.6,.034,"$5,000,000",/players/w/willilo02.html,ATL,5.0,
Patrick_Williams_2021,Patrick Williams,PF,20,CHI,17,9,24.8,3.2,6.0,.529,0.9,1.7,.517,2.3,4.3,.534,.603,1.8,2.4,.732,1.0,3.1,4.1,0.9,0.5,0.5,0.9,1.6,9.0,.284,4.8,1.8,-1.5,-0.7,13.8,0.3,.402,-0.9,4.6,0.6,12.7,1.0,11.8,9.2,.637,14.2,0.0,0.9,.099,"$7,422,000",/players/w/willipa01.html,CHI,7.422,
Robert_Williams_2021,Robert Williams,C,24,BOS,61,61,29.6,4.4,6.0,.736,0.0,0.0,.000,4.4,6.0,.738,.736,1.1,1.5,.722,3.9,5.7,9.6,2.0,0.9,2.2,1.0,2.2,10.0,.003,9.7,6.8,5.5,3.1,20.5,3.9,.245,2.4,14.6,6.0,22.1,1.5,13.4,17.6,.745,11.5,3.4,9.9,.262,"$3,661,976",/players/w/williro04.html,BOS,3.661976,
Ziaire_Williams_2021,Ziaire Williams,SF,20,MEM,62,31,21.7,3.1,6.8,.450,1.2,3.9,.314,1.9,2.9,.632,.540,0.7,0.9,.782,0.4,1.7,2.1,1.0,0.6,0.2,0.7,1.8,8.1,.571,6.3,0.8,-3.0,-0.6,8.2,1.1,.130,-2.4,2.0,1.1,9.7,1.2,8.4,5.0,.559,14.9,-0.3,2.2,.080,"$4,373,160",/players/w/willizi02.html,MEM,4.37316,
DJ_Wilson_2021,D.J. Wilson,PF,25,TOR,4,1,13.5,2.8,3.8,.733,0.0,0.5,.000,2.8,3.3,.846,.733,2.0,2.5,.800,0.3,3.8,4.0,1.3,1.3,0.3,0.5,1.5,7.5,.133,14.6,1.8,5.0,3.2,31.8,0.1,.667,1.8,1.9,0.2,27.9,4.6,9.3,16.1,.773,17.0,0.1,0.4,.328,,/players/w/wilsodj01.html,TOR,,
Dylan_Windler_2021,Dylan Windler,SF,25,CLE,50,0,9.2,0.7,2.0,.378,0.4,1.4,.300,0.3,0.6,.571,.485,0.3,0.4,.833,0.4,1.4,1.8,0.7,0.3,0.1,0.3,0.9,2.2,.714,10.0,0.6,-1.7,1.2,16.0,0.6,.184,-2.9,5.2,0.2,8.8,1.5,13.1,10.7,.519,11.8,0.0,0.8,.084,"$2,239,200",/players/w/windldy01.html,CLE,2.2392,
Justise_Winslow_2021,Justise Winslow,SF,25,TOT,48,11,16.1,2.3,5.4,.428,0.3,1.4,.227,2.0,4.0,.497,.457,0.8,1.4,.591,1.0,3.2,4.2,1.8,0.7,0.5,1.0,1.4,5.7,.257,16.1,2.9,-1.7,1.0,20.9,1.1,.257,-2.7,7.0,-0.3,13.1,2.2,14.6,14.0,.479,18.9,0.1,0.8,.048,"$3,902,439",/players/w/winslju01.html,POR,3.902439,
Cassius_Winston_2021,Cassius Winston,PG,23,WAS,7,0,5.6,0.6,1.6,.364,0.3,0.9,.333,0.3,0.7,.400,.455,0.6,0.6,1.000,0.0,0.1,0.1,1.0,0.0,0.0,0.4,1.3,2.0,.545,24.4,0.0,-9.3,-3.5,2.8,0.0,.364,-5.9,0.0,0.0,6.0,0.0,19.0,1.4,.549,18.0,-0.1,0.0,.015,,/players/w/winstca01.html,WAS,,
Christian_Wood_2021,Christian Wood,C,26,HOU,68,67,30.8,6.5,12.9,.501,1.9,4.9,.390,4.5,8.0,.570,.576,3.0,4.9,.623,1.6,8.5,10.1,2.3,0.8,1.0,1.9,2.5,17.9,.383,12.2,2.8,1.6,-0.4,30.4,2.0,.378,2.1,5.7,2.9,19.1,1.2,11.0,18.0,.595,23.3,1.9,4.9,.112,"$13,666,667",/players/w/woodch01.html,HOU,13.666667,
Robert_Woodard_II_2021,Robert Woodard II,SF,22,SAC,12,0,3.5,0.2,1.3,.125,0.1,0.3,.250,0.1,1.0,.083,.156,0.2,0.2,1.000,0.4,0.5,0.9,0.3,0.1,0.1,0.1,0.3,0.6,.250,9.0,2.1,-10.4,-3.6,15.7,0.0,.125,-6.8,12.8,-0.2,2.1,1.1,5.6,14.3,.207,18.3,-0.1,-0.1,-0.147,"$1,517,981",/players/w/woodaro01.html,SAC,1.517981,
Delon_Wright_2021,Delon Wright,SG,29,ATL,77,8,18.9,1.6,3.5,.454,0.6,1.5,.379,1.0,2.0,.510,.535,0.7,0.8,.857,0.6,2.2,2.9,2.4,1.2,0.2,0.6,0.7,4.4,.431,16.6,1.2,2.2,2.4,12.7,1.5,.234,-0.2,3.8,2.2,13.8,3.1,13.2,8.3,.576,10.3,1.6,3.6,.121,"$8,526,316",/players/w/wrighde01.html,ATL,8.526316,
McKinley_Wright_IV_2021,McKinley Wright IV,PG,23,MIN,5,0,3.8,0.4,0.6,.667,0.2,0.4,.500,0.2,0.2,1.000,.833,0.0,0.0,,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.2,1.0,.667,20.9,0.0,-4.2,-2.8,0.0,0.0,.000,-1.4,0.0,0.0,9.5,0.0,25.0,0.0,.833,8.8,0.0,0.0,.092,,/players/w/wrighmc01.html,MIN,,
Moses_Wright_2021,Moses Wright,PF,23,TOT,4,0,3.5,0.3,1.0,.250,0.0,0.3,.000,0.3,0.8,.333,.250,0.8,0.8,1.000,0.3,0.5,0.8,0.5,0.0,0.3,0.0,0.0,1.3,.250,16.8,6.5,1.4,0.4,15.9,0.0,.750,1.1,7.9,0.0,18.3,0.0,0.0,11.9,.470,17.1,0.0,0.1,.180,,/players/w/wrighmo01.html,DAL,,
Gabe_York_2021,Gabe York,SG,28,IND,2,0,10.5,1.0,3.5,.286,0.5,3.0,.167,0.5,0.5,1.000,.357,1.5,2.5,.600,0.0,1.0,1.0,2.0,1.0,0.5,0.5,2.0,4.0,.857,25.1,4.1,-1.5,2.2,10.8,0.0,.714,-3.7,0.0,0.0,12.7,4.7,9.8,5.3,.435,20.8,0.0,0.0,.059,,/players/y/yorkga01.html,IND,,
Thaddeus_Young_2021,Thaddeus Young,PF,33,TOT,52,1,16.3,2.7,5.2,.518,0.3,0.9,.354,2.4,4.3,.554,.550,0.4,0.9,.469,1.5,2.5,4.0,2.0,1.0,0.3,1.0,1.6,6.2,.176,17.7,2.0,2.2,2.1,16.8,1.3,.180,0.1,9.8,0.9,17.0,3.1,15.0,13.1,.548,17.4,0.9,2.2,.126,"$14,190,000",/players/y/youngth01.html,TOR,14.19,
Trae_Young_2021,Trae Young,PG,23,ATL,76,76,34.9,9.4,20.3,.460,3.1,8.0,.382,6.3,12.3,.512,.536,6.6,7.3,.904,0.7,3.1,3.7,9.7,0.9,0.1,4.0,1.7,28.4,.395,46.7,0.2,5.2,-2.0,9.6,1.0,.358,7.1,2.1,9.0,25.4,1.3,14.5,5.9,.603,34.4,4.8,10.0,.181,"$8,326,471",/players/y/youngtr01.html,ATL,8.326471,
Omer_Yurtseven_2021,Omer Yurtseven,C,23,MIA,56,12,12.6,2.3,4.4,.526,0.0,0.2,.091,2.3,4.2,.547,.528,0.7,1.1,.623,1.5,3.7,5.3,0.9,0.3,0.4,0.7,1.5,5.3,.045,11.0,3.0,-1.0,0.4,33.0,1.4,.247,-1.4,13.9,0.8,17.4,1.2,13.0,23.6,.546,19.9,0.2,2.1,.145,"$1,489,065",/players/y/yurtsom01.html,MIA,1.489065,
Cody_Zeller_2021,Cody Zeller,C,29,POR,27,0,13.1,1.9,3.3,.567,0.0,0.1,.000,1.9,3.2,.593,.567,1.4,1.8,.776,1.9,2.8,4.6,0.8,0.3,0.2,0.7,2.1,5.2,.044,9.4,1.7,-2.2,-1.0,24.1,0.2,.544,-1.2,14.9,0.9,17.2,1.1,14.6,19.3,.627,15.9,0.0,1.1,.143,"$2,389,641",/players/z/zelleco01.html,POR,2.389641,
Ivica_Zubac_2021,Ivica Zubac,C,24,LAC,76,76,24.4,4.1,6.5,.626,0.0,0.0,,4.1,6.5,.626,.626,2.2,3.0,.727,2.9,5.6,8.5,1.6,0.5,1.0,1.5,2.7,10.3,.000,9.8,3.5,0.7,0.8,23.7,2.9,.459,-0.1,12.8,4.3,19.2,1.0,16.1,18.4,.660,16.8,1.3,7.2,.187,"$7,518,518",/players/z/zubaciv01.html,LAC,7.518518,
