NameYear,Name,Pos,Age,TeamOrTot,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,Salary,ID,Team,SalClean,SalNorm
Marcus_Smart_2021,Marcus Smart,PG,27,BOS,71,71,32.3,4.2,10.1,.418,1.7,5.1,.331,2.5,5.0,.506,.501,2.0,2.5,.793,0.6,3.2,3.8,5.9,1.7,0.3,2.2,2.3,12.1,.501,25.6,0.7,0.5,1.7,10.5,3.7,.249,-1.2,2.0,1.9,13.6,2.6,16.6,6.4,.540,18.3,1.5,5.6,.116,"$14,339,285",/players/s/smartma01.html,BOS,14.339285,
Dennis_Smith_Jr_2021,Dennis Smith Jr.,PG,24,POR,37,4,17.2,2.1,5.1,.418,0.2,0.7,.222,2.0,4.4,.451,.434,1.1,1.7,.656,0.5,1.8,2.4,3.6,1.2,0.3,1.4,1.4,5.6,.143,30.5,1.9,-1.7,1.2,12.2,0.5,.339,-2.8,3.3,-0.1,13.2,3.4,19.0,7.6,.474,18.2,0.1,0.4,.031,"$1,789,256",/players/s/smithde03.html,POR,1.789256,
Ish_Smith_2021,Ish Smith,PG,33,TOT,65,1,17.3,2.8,6.6,.430,0.4,1.0,.373,2.5,5.6,.441,.459,0.2,0.4,.625,0.4,1.8,2.2,3.8,0.7,0.4,1.2,1.2,6.3,.156,31.5,1.8,-2.9,-0.6,11.1,0.9,.056,-2.2,2.4,-0.3,12.5,2.0,15.0,6.8,.465,20.1,-0.2,0.5,.023,"$4,500,000",/players/s/smithis01.html,WAS,4.5,
Jalen_Smith_2021,Jalen Smith,PF,21,TOT,51,8,18.1,3.5,6.9,.503,0.8,2.4,.328,2.7,4.5,.596,.560,1.5,2.0,.765,2.0,4.0,6.0,0.5,0.3,0.8,0.8,1.9,9.2,.349,3.9,3.9,-0.5,-1.4,24.5,1.1,.291,0.9,12.0,1.7,18.4,0.8,9.6,18.2,.595,20.3,0.3,2.8,.145,"$4,458,000",/players/s/smithja04.html,IND,4.458,
Xavier_Sneed_2021,Xavier Sneed,SF,24,TOT,9,0,4.3,0.2,1.1,.200,0.1,0.9,.125,0.1,0.2,.500,.250,0.0,0.0,,0.2,0.4,0.7,0.1,0.0,0.0,0.0,0.2,0.6,.800,3.3,0.0,-10.6,-3.7,10.9,0.0,.000,-6.9,5.5,-0.1,0.4,0.0,0.0,8.3,.250,11.0,-0.1,0.0,-0.056,,/players/s/sneedxa01.html,UTA,,
Tony_Snell_2021,Tony Snell,SG,30,TOT,53,12,15.5,1.3,3.2,.404,0.8,2.4,.352,0.5,0.8,.558,.535,0.1,0.1,1.000,0.3,1.6,1.9,0.5,0.3,0.2,0.4,1.3,3.5,.749,4.7,1.1,-4.2,-0.8,12.0,0.2,.023,-3.4,2.1,0.2,6.3,1.0,9.9,6.9,.541,10.1,-0.5,0.4,.023,"$2,389,641",/players/s/snellto01.html,NOP,2.389641,
Jaden_Springer_2021,Jaden Springer,SG,19,PHI,2,0,3.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.0,1.0,.000,0.0,30.0,17.1,8.8,18.3,0.0,.000,8.3,18.9,0.0,26.4,0.0,50.0,18.6,1.000,15.0,0.0,0.0,.138,"$2,023,800",/players/s/sprinja01.html,PHI,2.0238,
Cassius_Stanley_2021,Cassius Stanley,SG,22,DET,9,1,17.2,2.1,5.1,.413,0.4,1.9,.235,1.7,3.2,.517,.457,1.1,1.1,1.000,0.6,1.6,2.1,0.4,0.6,0.2,0.7,1.9,5.8,.370,3.9,1.2,-5.8,-1.0,10.3,0.1,.217,-4.9,3.3,0.0,8.0,1.6,10.6,6.6,.516,15.6,-0.2,0.1,.021,,/players/s/stanlca01.html,DET,,
Nik_Stauskas_2021,Nik Stauskas,SG,28,TOT,8,0,4.9,0.6,1.8,.357,0.5,1.3,.400,0.1,0.5,.250,.500,0.5,0.8,.667,0.1,0.3,0.4,0.3,0.0,0.0,0.1,0.1,2.3,.714,7.3,0.0,-3.6,-2.7,5.7,0.0,.429,-0.9,3.0,0.0,10.5,0.0,5.7,4.4,.541,20.0,0.0,0.1,.078,,/players/s/stausni01.html,BOS,,
Lance_Stephenson_2021,Lance Stephenson,SG-SF,31,TOT,46,1,17.7,3.2,7.0,.455,0.6,2.0,.300,2.6,5.1,.515,.497,1.4,1.7,.788,0.3,2.5,2.8,3.6,0.5,0.1,1.6,2.1,8.3,.279,30.2,0.4,-3.1,-1.6,16.0,0.4,.248,-1.6,1.6,0.4,13.6,1.4,16.7,8.7,.536,22.6,-0.2,0.8,.048,"$924,730",/players/s/stephla01.html,IND,0.92473,
Lamar_Stevens_2021,Lamar Stevens,PF,24,CLE,63,13,16.1,2.5,5.1,.489,0.3,1.0,.277,2.2,4.0,.543,.517,0.8,1.2,.707,0.7,1.9,2.6,0.7,0.5,0.3,0.7,1.7,6.1,.204,6.5,1.6,-2.9,0.3,12.5,1.2,.235,-3.2,5.2,0.4,11.3,1.5,10.4,8.9,.544,17.1,-0.2,1.6,.078,"$1,517,981",/players/s/stevela01.html,CLE,1.517981,
Isaiah_Stewart_2021,Isaiah Stewart,C,20,DET,71,71,25.6,3.5,6.9,.510,0.2,0.6,.326,3.3,6.3,.529,.526,1.0,1.5,.718,3.2,5.5,8.7,1.2,0.3,1.1,1.2,3.0,8.3,.094,6.9,3.9,-3.3,-0.8,24.5,1.8,.210,-2.5,12.8,1.6,14.0,0.6,13.7,18.4,.550,14.6,-0.6,3.4,.091,"$3,277,080",/players/s/stewais01.html,DET,3.27708,
Max_Strus_2021,Max Strus,SF,25,MIA,68,16,23.3,3.7,8.3,.441,2.7,6.5,.410,1.0,1.8,.557,.602,0.6,0.8,.792,0.4,2.6,3.0,1.4,0.4,0.2,0.8,1.7,10.6,.784,8.8,1.1,0.9,-0.4,12.5,1.7,.094,1.4,1.7,2.0,12.7,0.9,8.8,7.2,.614,18.1,1.2,3.6,.110,"$1,669,178",/players/s/strusma01.html,MIA,1.669178,
Jalen_Suggs_2021,Jalen Suggs,PG,20,ORL,48,45,27.2,4.1,11.4,.361,0.9,4.1,.214,3.3,7.3,.443,.400,2.6,3.4,.773,0.5,3.0,3.6,4.4,1.2,0.4,3.0,3.0,11.8,.358,24.9,1.3,-5.6,-0.2,11.7,1.3,.297,-5.3,2.1,-3.0,8.6,2.2,18.7,6.9,.455,25.3,-1.2,-1.6,-0.060,"$6,593,040",/players/s/suggsja01.html,ORL,6.59304,
Craig_Sword_2021,Craig Sword,SG,28,WAS,3,0,6.3,1.0,1.3,.750,0.0,0.3,.000,1.0,1.0,1.000,.750,0.0,0.0,,0.0,0.0,0.0,0.3,1.3,0.0,0.3,2.3,2.0,.250,7.7,0.0,1.4,10.0,0.0,0.0,.000,-8.6,0.0,0.0,14.2,10.4,20.0,0.0,.750,11.7,0.0,0.1,.158,,/players/s/swordcr01.html,WAS,,
Keifer_Sykes_2021,Keifer Sykes,PG,28,IND,32,11,17.7,2.2,5.9,.363,0.8,2.8,.300,1.3,3.1,.420,.434,0.5,0.5,.882,0.3,1.2,1.4,1.9,0.4,0.1,1.0,1.6,5.6,.474,14.9,0.6,-6.9,-2.5,7.4,0.1,.089,-4.4,1.5,-0.5,5.9,1.0,14.3,4.4,.456,17.4,-0.7,-0.5,-0.040,"$558,345",/players/s/sykeske01.html,IND,0.558345,
JaeSean_Tate_2021,Jae'Sean Tate,SF,26,HOU,78,77,26.4,4.7,9.3,.498,0.8,2.6,.312,3.8,6.8,.569,.541,1.7,2.4,.707,1.7,3.7,5.4,2.8,0.9,0.5,1.8,3.7,11.8,.277,16.9,1.8,-1.8,-0.5,15.3,1.1,.252,-1.3,7.2,1.9,14.3,1.7,14.6,11.2,.567,19.6,0.1,3.0,.071,"$1,517,981",/players/t/tateja01.html,HOU,1.517981,
Jayson_Tatum_2021,Jayson Tatum,SF,23,BOS,76,76,35.9,9.3,20.6,.453,3.0,8.6,.353,6.3,12.0,.524,.526,5.3,6.2,.853,1.1,6.9,8.0,4.4,1.0,0.6,2.9,2.3,26.9,.416,21.1,1.6,4.9,0.6,20.2,4.6,.300,4.3,3.5,5.0,21.8,1.4,10.9,12.1,.578,32.1,4.8,9.6,.169,"$28,103,550",/players/t/tatumja01.html,BOS,28.10355,
Terry_Taylor_2021,Terry Taylor,SG,22,IND,33,7,21.6,4.1,6.7,.614,0.4,1.2,.316,3.7,5.5,.676,.641,1.1,1.5,.706,2.9,2.3,5.2,1.2,0.4,0.2,0.7,1.8,9.6,.173,8.6,1.0,-0.6,-2.7,12.2,0.2,.232,2.2,14.6,2.2,19.0,1.0,8.7,13.4,.656,15.9,0.3,2.4,.160,"$21,270",/players/t/taylote01.html,IND,0.02127,
Garrett_Temple_2021,Garrett Temple,SG,35,NOP,59,16,18.6,1.9,5.0,.376,1.0,3.1,.319,0.9,1.9,.473,.476,0.5,0.7,.683,0.5,1.9,2.4,1.3,0.7,0.4,0.7,1.4,5.2,.627,9.2,2.0,-2.5,0.3,11.8,1.0,.139,-2.8,2.9,-0.1,8.6,1.9,11.8,7.2,.494,13.9,-0.1,0.8,.037,"$4,910,000",/players/t/templga01.html,NOP,4.91,
Emanuel_Terry_2021,Emanuel Terry,PF,25,PHO,3,0,6.0,0.0,1.7,.000,0.0,0.0,,0.0,1.7,.000,.000,0.0,0.0,,2.7,2.3,5.0,0.7,0.3,0.0,1.7,1.3,0.0,.000,12.2,0.0,-18.3,-5.3,40.6,0.0,.000,-13.0,48.9,-0.1,-0.1,2.7,50.0,44.7,.000,23.9,-0.1,-0.1,-0.256,,/players/t/terryem01.html,PHO,,
Tyrell_Terry_2021,Tyrell Terry,PG,21,MEM,2,0,1.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,.000,0.0,0.0,-0.9,2.5,0.0,0.0,.000,-3.4,0.0,0.0,20.0,0.0,0.0,0.0,1.000,13.7,0.0,0.0,.222,"$1,517,981",/players/t/terryty01.html,DAL,1.517981,
Jon_Teske_2021,Jon Teske,C,24,MEM,3,0,2.7,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.7,.000,0.0,0.7,0.7,0.3,0.3,0.0,0.0,0.3,0.0,.000,13.8,0.0,-4.8,3.7,26.8,0.0,2.000,-8.5,0.0,0.0,1.5,6.0,0.0,13.1,.000,9.6,0.0,0.0,-0.080,,/players/t/teskejo01.html,MEM,,
Daniel_Theis_2021,Daniel Theis,C,29,TOT,47,27,20.8,3.2,6.2,.519,0.7,2.3,.308,2.5,3.9,.641,.576,1.0,1.5,.681,1.3,3.6,4.9,0.9,0.4,0.7,1.0,2.4,8.2,.368,6.3,2.9,-2.1,-0.2,18.8,1.0,.247,-1.9,6.6,0.9,13.2,1.0,12.5,12.7,.595,16.2,0.0,1.9,.093,"$8,372,093",/players/t/theisda01.html,BOS,8.372093,
Brodric_Thomas_2021,Brodric Thomas,SG,25,BOS,12,0,5.0,0.7,1.5,.444,0.2,0.8,.222,0.5,0.8,.667,.500,0.3,0.4,.600,0.2,0.7,0.8,0.9,0.1,0.1,0.5,0.6,1.8,.500,26.0,1.5,-2.8,0.8,14.1,0.1,.278,-3.6,3.7,0.0,10.0,0.8,22.9,9.0,.520,19.2,0.0,0.1,.052,,/players/t/thomabr01.html,BOS,,
Cam_Thomas_2021,Cam Thomas,SG,20,BRK,67,2,17.6,3.3,7.5,.433,0.7,2.6,.270,2.6,4.9,.520,.480,1.3,1.6,.829,0.2,2.2,2.4,1.2,0.5,0.1,0.8,1.0,8.5,.346,9.7,0.6,-3.4,-1.4,13.1,0.8,.209,-1.9,1.5,0.0,11.7,1.4,9.1,7.5,.519,22.1,-0.4,0.8,.033,"$2,036,280",/players/t/thomaca02.html,BRK,2.03628,
Isaiah_Thomas_2021,Isaiah Thomas,PG,32,TOT,22,1,15.1,3.0,7.6,.401,1.3,3.8,.337,1.8,3.8,.464,.485,1.0,1.2,.846,0.2,1.1,1.3,1.5,0.3,0.2,0.7,1.5,8.4,.497,15.7,1.4,-4.5,-2.6,8.1,0.1,.156,-1.9,1.3,0.0,12.0,1.0,7.8,4.6,.516,24.8,-0.2,0.2,.026,"$276,039",/players/t/thomais02.html,CHO,0.276039,
Matt_Thomas_2021,Matt Thomas,SG,27,CHI,40,0,11.5,1.4,3.4,.410,0.9,2.3,.385,0.5,1.1,.465,.541,0.4,0.5,.800,0.1,1.2,1.3,0.5,0.2,0.1,0.2,0.5,4.0,.679,5.8,0.6,-2.6,-1.4,11.5,0.2,.149,-1.2,0.7,0.3,9.9,0.9,5.3,6.1,.564,14.5,-0.1,0.6,.058,"$1,669,178",/players/t/thomama02.html,CHI,1.669178,
Klay_Thompson_2021,Klay Thompson,SG,31,GSW,32,32,29.4,7.7,17.9,.429,3.6,9.3,.385,4.1,8.7,.477,.529,1.4,1.6,.902,0.5,3.4,3.9,2.8,0.5,0.5,1.3,1.7,20.4,.517,16.1,1.7,1.1,-1.6,12.4,1.2,.089,2.6,1.8,0.6,16.7,0.8,6.7,7.3,.547,29.6,0.7,1.8,.091,"$37,980,720",/players/t/thompkl01.html,GSW,37.98072,
Tristan_Thompson_2021,Tristan Thompson,PF,30,TOT,57,6,15.7,2.5,4.7,.528,0.0,0.1,.333,2.5,4.6,.530,.530,1.1,2.0,.526,2.1,2.9,5.1,0.6,0.4,0.4,0.8,1.7,6.0,.011,5.5,2.0,-3.1,-1.5,20.8,0.8,.434,-1.6,14.7,0.9,14.9,1.2,12.4,17.7,.541,17.5,-0.3,1.6,.087,"$1,000,000",/players/t/thomptr01.html,CHI,1.0,
JT_Thor_2021,JT Thor,PF,19,CHO,33,0,7.9,0.7,1.7,.436,0.2,0.8,.259,0.5,0.8,.607,.500,0.4,0.6,.600,0.3,1.0,1.3,0.6,0.2,0.3,0.3,0.8,2.0,.491,9.2,4.0,-3.0,0.1,13.1,0.2,.364,-3.1,4.4,0.1,9.7,1.5,13.6,8.7,.525,12.0,-0.1,0.3,.058,"$1,250,000",/players/t/thorjt01.html,CHO,1.25,
Matisse_Thybulle_2021,Matisse Thybulle,SG,24,PHI,66,50,25.5,2.3,4.5,.500,0.7,2.2,.313,1.6,2.4,.673,.575,0.5,0.7,.791,0.6,1.7,2.3,1.1,1.7,1.1,0.6,2.4,5.7,.480,6.1,3.8,1.1,3.3,7.1,2.5,.143,-2.2,2.8,1.2,11.2,3.4,10.9,5.0,.594,9.5,1.3,3.7,.107,"$2,840,160",/players/t/thybuma01.html,PHI,2.84016,
Killian_Tillie_2021,Killian Tillie,C,23,MEM,36,3,12.8,1.2,3.5,.339,0.8,2.4,.314,0.4,1.1,.390,.445,0.1,0.2,.625,0.6,1.1,1.7,0.6,0.6,0.4,0.4,1.6,3.3,.677,5.9,2.9,-2.7,1.1,9.1,0.6,.063,-3.8,4.7,-0.1,7.6,2.4,9.1,6.8,.452,12.8,-0.1,0.6,.058,"$2,000,000",/players/t/tilliki02.html,MEM,2.0,
Xavier_Tillman_Sr_2021,Xavier Tillman Sr.,PF,23,MEM,53,2,13.2,1.8,4.1,.454,0.2,0.9,.204,1.7,3.2,.527,.477,0.9,1.3,.648,1.2,1.8,3.0,1.2,0.9,0.3,0.6,1.2,4.8,.227,11.6,1.9,0.7,1.8,14.5,1.2,.329,-1.1,9.6,0.6,15.1,3.3,12.1,12.0,.510,16.4,0.5,1.8,.121,"$1,517,981",/players/t/tillmxa01.html,MEM,1.517981,
Isaiah_Todd_2021,Isaiah Todd,PF,20,WAS,12,0,6.2,0.6,2.2,.269,0.3,1.3,.250,0.3,0.8,.300,.346,0.2,0.5,.333,0.3,0.8,1.0,0.3,0.3,0.2,0.3,0.3,1.7,.615,7.3,2.3,-6.9,-1.2,13.3,0.1,.231,-5.7,4.6,-0.2,4.7,2.7,12.3,9.0,.349,19.6,-0.1,-0.2,-0.104,"$1,500,000",/players/t/toddis01.html,WAS,1.5,
Obi_Toppin_2021,Obi Toppin,PF,23,NYK,72,10,17.1,3.5,6.6,.531,0.7,2.3,.308,2.8,4.2,.655,.586,1.3,1.7,.758,1.0,2.8,3.7,1.1,0.3,0.5,0.8,1.4,9.0,.357,10.9,2.6,2.0,0.3,17.7,1.5,.262,1.7,5.9,2.5,18.3,1.0,9.6,11.7,.614,20.8,1.2,3.9,.153,"$5,105,160",/players/t/toppiob01.html,NYK,5.10516,
Juan_Toscano-Anderson_2021,Juan Toscano-Anderson,SF,28,GSW,73,6,13.6,1.6,3.2,.489,0.4,1.2,.322,1.2,2.0,.588,.549,0.5,1.0,.571,0.4,2.0,2.4,1.7,0.7,0.2,0.9,1.6,4.1,.370,17.6,1.6,-0.8,2.4,15.8,1.8,.298,-3.2,3.2,0.3,11.0,2.4,20.4,9.7,.561,14.7,0.3,2.0,.098,"$1,701,593",/players/t/toscaju01.html,GSW,1.701593,
Karl-Anthony_Towns_2021,Karl-Anthony Towns,C,26,MIN,74,74,33.5,8.7,16.4,.529,2.0,4.9,.410,6.6,11.5,.580,.591,5.2,6.3,.822,2.6,7.2,9.8,3.6,1.0,1.1,3.1,3.6,24.6,.301,18.0,3.2,5.0,0.5,23.6,3.2,.385,4.5,8.2,7.1,24.1,1.4,13.7,15.7,.640,27.8,4.4,10.3,.199,"$31,610,000",/players/t/townska01.html,MIN,31.61,
Gary_Trent_Jr_2021,Gary Trent Jr.,SG,23,TOR,70,69,35.0,6.4,15.5,.414,3.0,7.8,.383,3.4,7.7,.445,.511,2.5,2.9,.853,0.4,2.4,2.7,2.0,1.7,0.3,1.0,2.1,18.3,.502,8.8,0.8,0.2,0.3,7.7,2.5,.188,-0.1,1.1,3.1,14.7,2.5,5.8,4.2,.546,21.8,1.3,5.6,.110,"$16,000,000",/players/t/trentga02.html,TOR,16.0,
PJ_Tucker_2021,P.J. Tucker,PF,36,MIA,71,70,27.9,2.9,6.0,.484,1.1,2.7,.415,1.8,3.3,.540,.577,0.6,0.9,.738,1.4,4.0,5.5,2.1,0.8,0.2,0.9,2.3,7.6,.451,10.6,0.8,0.6,1.4,16.2,2.6,.143,-0.8,5.8,2.4,11.3,1.5,12.7,11.1,.593,11.7,1.3,5.0,.121,"$7,000,000",/players/t/tuckepj01.html,MIA,7.0,
Rayjon_Tucker_2021,Rayjon Tucker,SG,24,TOT,5,0,14.2,1.2,1.8,.667,0.8,1.0,.800,0.4,0.8,.500,.889,1.0,1.4,.714,0.6,1.0,1.6,2.0,0.8,0.0,0.2,1.0,4.2,.556,18.1,0.0,3.5,1.2,7.5,0.1,.778,2.3,4.7,0.3,17.7,2.7,7.6,6.1,.869,7.9,0.1,0.4,.243,"$28,779",/players/t/tuckera01.html,MIL,0.028779,
Myles_Turner_2021,Myles Turner,C,25,IND,42,42,29.4,4.8,9.4,.509,1.5,4.4,.333,3.3,5.0,.662,.587,1.9,2.5,.752,1.5,5.5,7.1,1.0,0.7,2.8,1.3,2.8,12.9,.466,5.1,8.3,1.4,1.4,21.3,1.4,.267,0.1,5.8,1.7,17.4,1.1,10.9,13.4,.615,17.1,1.1,3.1,.120,"$18,000,000",/players/t/turnemy01.html,IND,18.0,
Jonas_Valanciunas_2021,Jonas Valančiūnas,C,29,NOP,74,74,30.3,6.9,12.7,.544,0.8,2.1,.361,6.1,10.5,.581,.574,3.2,3.9,.820,3.1,8.3,11.4,2.6,0.6,0.8,2.4,3.3,17.8,.168,14.0,2.6,1.9,-0.1,31.2,2.7,.308,2.0,10.9,4.6,21.2,0.9,14.4,20.8,.617,23.8,2.2,7.3,.156,"$14,000,000",/players/v/valanjo01.html,NOP,14.0,
Denzel_Valentine_2021,Denzel Valentine,SG,28,TOT,24,0,9.3,1.0,2.8,.379,0.8,2.0,.404,0.3,0.8,.316,.523,0.0,0.0,,0.4,1.4,1.8,0.5,0.3,0.0,0.5,0.8,2.9,.712,7.0,0.0,-2.7,0.4,16.1,0.3,.000,-3.1,4.6,-0.1,8.1,1.8,15.4,10.4,.523,15.5,0.0,0.2,.039,,/players/v/valende01.html,UTA,,
Jarred_Vanderbilt_2021,Jarred Vanderbilt,PF,22,MIN,74,67,25.4,2.9,4.9,.587,0.0,0.2,.143,2.8,4.7,.605,.590,1.2,1.8,.656,2.9,5.5,8.4,1.3,1.3,0.6,1.0,2.4,6.9,.039,6.7,2.4,0.2,1.0,23.9,2.9,.363,-0.8,12.0,3.1,15.3,2.5,14.8,17.8,.612,10.9,1.1,6.0,.153,"$4,259,259",/players/v/vandeja01.html,MIN,4.259259,
Fred_VanVleet_2021,Fred VanVleet,PG,27,TOR,65,65,37.9,6.8,16.9,.403,3.7,9.9,.377,3.1,7.0,.440,.513,3.0,3.4,.874,0.7,3.8,4.4,6.7,1.7,0.5,2.6,2.5,20.3,.585,26.7,1.4,3.6,0.5,11.4,2.8,.202,3.1,1.8,3.9,17.3,2.3,12.5,6.4,.552,23.7,3.5,6.7,.131,"$19,675,926",/players/v/vanvlfr01.html,TOR,19.675926,
Devin_Vassell_2021,Devin Vassell,SF,21,SAS,71,32,27.3,4.6,10.8,.427,1.9,5.4,.361,2.7,5.4,.492,.516,1.2,1.4,.838,0.6,3.7,4.3,1.9,1.1,0.6,0.8,2.0,12.3,.497,9.7,1.8,-0.5,0.0,14.3,2.0,.130,-0.5,2.4,1.3,13.3,1.9,6.7,8.3,.540,18.9,0.7,3.3,.082,"$4,235,160",/players/v/vassede01.html,SAS,4.23516,
Gabe_Vincent_2021,Gabe Vincent,PG,25,MIA,68,27,23.4,3.1,7.5,.417,1.8,4.8,.368,1.4,2.8,.500,.533,0.6,0.8,.815,0.3,1.5,1.9,3.1,0.9,0.2,1.4,2.3,8.7,.630,19.4,0.8,-1.4,0.5,7.3,1.9,.105,-1.9,1.6,0.7,10.6,2.0,15.4,4.5,.551,17.8,0.2,2.5,.076,"$1,669,178",/players/v/vincega01.html,MIA,1.669178,
Nikola_Vucevic_2021,Nikola Vučević,C,31,CHI,73,73,33.1,7.5,15.8,.473,1.4,4.5,.314,6.1,11.3,.537,.518,1.3,1.7,.760,1.9,9.1,11.0,3.2,1.0,1.0,1.9,2.5,17.6,.287,15.2,2.5,0.9,0.1,30.7,3.2,.105,0.8,6.6,1.4,18.2,1.4,10.1,18.7,.533,24.5,1.8,4.5,.090,"$24,000,000",/players/v/vucevni01.html,CHI,24.0,
Dean_Wade_2021,Dean Wade,PF,25,CLE,51,28,19.2,1.9,4.3,.456,1.0,2.8,.359,0.9,1.5,.640,.574,0.4,0.6,.667,0.6,2.3,2.9,1.0,0.6,0.1,0.3,1.7,5.3,.654,7.3,0.6,-0.6,1.3,13.1,1.1,.138,-1.9,3.6,1.1,10.1,1.5,6.5,8.5,.584,11.1,0.4,2.3,.111,"$1,782,621",/players/w/wadede01.html,CLE,1.782621,
Franz_Wagner_2021,Franz Wagner,SF,20,ORL,79,79,30.7,5.8,12.3,.468,1.2,3.4,.354,4.6,8.9,.511,.517,2.4,2.8,.863,1.1,3.4,4.5,2.9,0.9,0.4,1.5,2.1,15.2,.278,15.7,1.3,-0.7,-0.3,11.9,1.9,.225,-0.4,3.6,2.1,14.7,1.4,10.0,7.7,.559,21.2,0.8,4.0,.079,"$5,007,840",/players/w/wagnefr01.html,ORL,5.00784,
Moritz_Wagner_2021,Moritz Wagner,C,24,ORL,63,3,15.2,3.1,6.3,.497,1.0,3.2,.328,2.1,3.1,.672,.581,1.7,2.0,.806,0.7,3.0,3.7,1.4,0.3,0.2,0.9,2.0,9.0,.508,15.4,1.2,1.6,0.1,21.0,1.0,.326,1.5,4.6,1.8,18.1,1.0,11.0,12.8,.623,22.9,0.9,2.8,.138,"$1,729,217",/players/w/wagnemo01.html,ORL,1.729217,
Ish_Wainright_2021,Ish Wainright,PF,27,PHO,45,0,8.0,0.9,2.3,.394,0.4,1.3,.322,0.5,1.0,.489,.486,0.2,0.3,.583,0.6,0.6,1.2,0.3,0.4,0.1,0.3,1.1,2.4,.567,5.3,1.5,-2.0,1.0,7.9,0.6,.115,-3.0,8.3,0.0,9.4,2.7,10.6,8.1,.494,14.7,0.0,0.6,.079,"$8,558",/players/w/wainris01.html,PHO,0.008558,
Kemba_Walker_2021,Kemba Walker,PG,31,NYK,37,37,25.6,4.0,10.0,.403,2.0,5.4,.367,2.1,4.6,.444,.501,1.6,1.9,.845,0.4,2.6,3.0,3.5,0.7,0.2,1.3,1.0,11.6,.538,22.2,0.7,0.4,-0.2,11.2,0.9,.192,0.7,1.6,1.0,13.9,1.4,10.7,6.3,.537,20.8,0.6,1.8,.093,"$8,729,020",/players/w/walkeke02.html,NYK,8.72902,
Lonnie_Walker_IV_2021,Lonnie Walker IV,SG,23,SAS,70,6,23.0,4.4,10.9,.407,1.6,5.0,.314,2.9,5.9,.487,.480,1.7,2.1,.784,0.3,2.3,2.6,2.2,0.6,0.3,1.0,1.4,12.1,.462,13.4,1.0,-2.5,-1.3,10.7,1.1,.194,-1.2,1.2,0.1,12.3,1.3,7.9,5.9,.512,23.6,-0.2,1.2,.037,"$4,447,896",/players/w/walkelo01.html,SAS,4.447896,
MJ_Walker_2021,M.J. Walker,SG,23,PHO,2,0,4.0,0.0,2.0,.000,0.0,1.0,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.0,.500,13.8,0.0,-9.6,6.2,13.1,0.0,.000,-15.8,0.0,-0.1,-3.3,12.0,0.0,6.7,.000,21.5,0.0,0.0,-0.276,,/players/w/walkemj01.html,PHO,,
Tyrone_Wallace_2021,Tyrone Wallace,SG,27,NOP,6,0,12.5,1.2,3.3,.350,0.3,1.3,.250,0.8,2.0,.417,.400,0.2,0.8,.200,0.0,1.3,1.3,0.2,0.5,0.2,0.3,1.2,2.8,.400,1.8,1.3,-8.2,-0.6,12.1,0.1,.250,-7.7,0.0,-0.2,2.5,2.0,8.3,5.9,.383,13.9,-0.1,-0.1,-0.057,,/players/w/wallaty01.html,NOP,,
Derrick_Walton_2021,Derrick Walton,PG,26,DET,3,3,36.0,2.0,8.7,.231,1.0,4.3,.231,1.0,4.3,.231,.288,1.3,1.3,1.000,0.7,2.7,3.3,7.0,2.3,1.3,3.7,2.7,6.3,.500,26.4,3.3,-4.3,1.0,8.4,0.1,.154,-5.3,1.9,-0.3,5.9,3.2,28.4,5.0,.342,15.4,-0.1,-0.2,-0.071,,/players/w/waltode01.html,DET,,
Brad_Wanamaker_2021,Brad Wanamaker,PG,32,TOT,23,2,13.9,1.2,3.3,.364,0.2,0.7,.235,1.0,2.6,.400,.390,1.0,1.1,.920,0.3,1.4,1.7,2.4,0.3,0.3,1.0,2.0,3.6,.221,22.4,1.6,-5.8,-0.5,11.6,0.1,.325,-5.3,2.1,-0.1,7.5,1.1,20.7,6.8,.472,14.9,-0.3,0.0,.004,"$705,598",/players/w/wanambr01.html,IND,0.705598,
Duane_Washington_Jr_2021,Duane Washington Jr.,PG,21,IND,48,7,20.2,3.6,8.9,.405,1.7,4.5,.377,1.9,4.4,.434,.500,1.0,1.3,.754,0.1,1.6,1.7,1.8,0.5,0.1,1.2,1.4,9.9,.504,13.0,0.3,-4.8,-2.8,9.3,0.2,.143,-1.9,0.5,-0.2,10.2,1.3,11.2,4.8,.521,22.6,-0.7,0.0,-0.002,"$21,270",/players/w/washidu02.html,IND,0.02127,
