,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
497,354,Kenyon Martin Jr.,SF,21,HOU,79,2,21.0,3.5,6.6,.533,0.8,2.1,.357,2.8,4.5,.617,.591,1.0,1.6,.634,1.0,2.7,3.8,1.3,0.4,0.5,0.8,1.4,8.8,.321,9.4,2.2,-1.2,-1.2,14.5,0.6,.235,0.0,5.3,2.3,14.3,1.0,9.4,9.9,.603,16.3,0.4,2.9,.084
498,355,Garrison Mathews,SG,25,HOU,65,33,26.3,2.8,7.1,.399,2.1,5.9,.360,0.7,1.2,.600,.550,2.2,2.8,.794,0.5,2.4,2.9,1.0,0.9,0.4,0.6,2.6,10.0,.837,5.3,1.3,-2.3,-1.0,10.2,0.5,.390,-1.3,2.0,2.2,11.0,1.6,7.1,6.1,.602,14.4,-0.1,2.8,.078
499,356,Dakota Mathias,SG,26,MEM,6,0,2.7,0.3,1.0,.333,0.3,1.0,.333,0.0,0.0,,.500,0.0,0.0,,0.0,0.3,0.3,0.2,0.2,0.0,0.0,0.2,1.0,1.000,8.0,0.0,0.3,1.7,13.4,0.0,.000,-1.4,0.0,0.0,11.0,3.0,0.0,6.5,.500,15.4,0.0,0.0,.114
500,357,Wesley Matthews,SG,35,MIL,49,14,20.4,1.8,4.5,.395,1.1,3.2,.338,0.7,1.3,.540,.516,0.4,0.6,.786,0.6,1.3,1.9,0.7,0.5,0.2,0.4,1.8,5.1,.714,4.6,0.8,-3.3,-0.3,6.4,0.6,.127,-3.0,3.2,0.6,6.9,1.1,7.2,4.9,.536,10.7,-0.3,1.2,.056
501,358,Tyrese Maxey,PG,21,PHI,75,74,35.3,6.4,13.3,.485,1.8,4.1,.427,4.7,9.1,.512,.552,2.8,3.3,.866,0.3,2.9,3.2,4.3,0.7,0.4,1.2,2.1,17.5,.311,19.1,1.1,0.6,-0.7,8.9,1.9,.247,1.3,1.1,5.4,16.2,1.0,7.4,5.1,.594,20.2,1.8,7.3,.132
502,359,Skylar Mays,SG,24,ATL,28,5,7.9,1.1,2.3,.500,0.3,0.9,.320,0.9,1.4,.615,.563,0.3,0.3,.889,0.2,0.7,0.9,0.6,0.3,0.0,0.4,0.3,2.9,.391,10.8,0.0,-2.0,-0.8,9.9,0.1,.141,-1.2,2.5,0.2,11.7,1.6,12.8,6.2,.589,15.5,0.0,0.3,.061
503,360,Miles McBride,PG,21,NYK,40,2,9.3,0.8,2.7,.296,0.4,1.7,.250,0.4,1.0,.375,.375,0.2,0.3,.667,0.1,1.0,1.1,1.0,0.4,0.0,0.1,1.1,2.2,.630,15.9,0.3,-4.5,1.0,11.2,0.4,.111,-5.5,1.1,-0.1,6.1,1.9,4.2,6.1,.393,13.9,-0.2,0.2,.032
504,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
505,361,Mac McClung,SG-PG,23,TOT,2,0,12.5,1.5,3.0,.500,0.5,1.5,.333,1.0,1.5,.667,.583,0.5,0.5,1.000,0.0,1.5,1.5,0.5,0.5,0.5,1.5,2.5,4.0,.500,5.2,3.6,-9.6,-1.2,12.9,0.0,.167,-8.4,0.0,0.0,5.2,1.9,31.8,6.5,.621,16.3,0.0,0.0,-0.043
506,361,Mac McClung,PG,23,CHI,1,0,3.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,.000,0.0,0.0,-15.3,-8.4,0.0,0.0,.000,-6.9,0.0,0.0,8.7,0.0,50.0,0.0,1.000,29.4,0.0,0.0,-0.251
507,361,Mac McClung,SG,23,LAL,1,0,22.0,2.0,5.0,.400,1.0,3.0,.333,1.0,2.0,.500,.500,1.0,1.0,1.000,0.0,3.0,3.0,1.0,1.0,1.0,2.0,5.0,6.0,.600,6.0,4.0,-8.8,-0.2,14.6,0.0,.200,-8.6,0.0,0.0,4.7,2.2,26.9,7.3,.551,14.5,0.0,0.0,-0.015
508,362,CJ McCollum,SG,30,TOT,62,62,34.6,8.6,18.8,.460,2.9,7.6,.388,5.7,11.2,.509,.539,1.9,2.7,.682,0.9,3.5,4.3,5.1,1.1,0.4,2.0,2.0,22.1,.403,26.1,1.0,1.9,-1.3,11.5,1.0,.146,3.2,2.6,2.6,18.3,1.6,9.3,6.9,.553,27.5,2.1,3.6,.081
509,362,CJ McCollum,SG,30,POR,36,36,35.2,8.1,18.5,.436,3.1,8.0,.384,5.0,10.4,.476,.520,1.3,1.9,.706,0.9,3.3,4.3,4.5,1.0,0.6,1.9,2.1,20.5,.435,22.5,1.6,0.1,-1.7,10.7,0.3,.102,1.8,2.8,0.7,15.8,1.4,9.2,6.6,.532,26.1,0.7,1.0,.040
510,362,CJ McCollum,SG,30,NOP,26,26,33.8,9.5,19.2,.493,2.7,6.9,.394,6.7,12.3,.549,.564,2.6,3.9,.667,0.7,3.7,4.5,5.8,1.3,0.0,2.2,1.7,24.3,.361,31.3,0.1,4.6,-0.7,12.5,0.7,.204,5.3,2.3,1.9,21.9,1.9,9.5,7.3,.580,29.4,1.5,2.6,.140
511,363,T.J. McConnell,PG,29,IND,27,8,24.1,3.7,7.7,.481,0.4,1.2,.303,3.3,6.5,.514,.505,0.7,0.9,.826,0.7,2.6,3.3,4.9,1.1,0.4,1.1,2.0,8.5,.159,28.7,1.3,0.9,1.4,12.2,0.4,.111,-0.4,3.4,1.0,15.1,2.2,11.7,7.7,.525,16.2,0.5,1.3,.098
512,364,Jaden McDaniels,PF,21,MIN,70,31,25.8,3.6,7.9,.460,1.1,3.6,.317,2.5,4.3,.579,.532,0.8,1.0,.803,1.1,3.1,4.2,1.1,0.7,0.8,1.1,3.2,9.2,.455,6.1,2.9,-2.9,-0.1,13.2,1.7,.128,-2.9,4.4,0.7,10.3,1.4,11.4,8.7,.553,15.3,-0.4,2.4,.065
513,365,Jalen McDaniels,SF,24,CHO,55,2,16.3,2.2,4.6,.484,0.7,2.0,.380,1.5,2.7,.562,.565,1.0,1.3,.736,0.7,2.4,3.1,1.1,0.5,0.4,0.7,1.7,6.2,.425,8.7,2.3,-2.3,-0.4,16.0,0.7,.283,-1.9,4.3,1.0,12.7,1.4,11.2,10.1,.595,15.3,-0.1,1.7,.093
514,366,Doug McDermott,PF,30,SAS,51,51,24.0,4.2,9.1,.462,2.1,5.0,.422,2.1,4.1,.512,.578,0.8,1.0,.784,0.4,1.9,2.3,1.3,0.3,0.1,0.8,1.5,11.3,.551,7.3,0.4,-2.5,-2.1,8.4,0.5,.110,-0.4,1.5,1.1,11.4,0.5,8.1,4.9,.593,18.3,-0.1,1.6,.062
515,367,JaVale McGee,C,34,PHO,74,17,15.8,3.9,6.2,.629,0.0,0.1,.222,3.9,6.1,.637,.631,1.4,2.0,.699,2.2,4.5,6.7,0.6,0.3,1.1,1.3,2.4,9.2,.020,5.4,6.1,0.8,0.9,29.7,2.6,.319,-0.1,15.3,2.4,22.6,0.9,15.8,22.7,.651,22.8,0.8,4.9,.201
516,368,Cameron McGriff,SF,24,POR,3,0,15.3,1.7,4.7,.357,0.7,2.0,.333,1.0,2.7,.375,.429,0.7,0.7,1.000,2.0,3.0,5.0,1.0,0.0,0.3,0.0,2.3,4.7,.429,9.4,2.1,-4.0,-3.0,22.3,0.0,.143,-1.0,13.8,0.1,12.5,0.0,0.0,17.9,.470,14.0,0.0,0.1,.097
517,369,Rodney McGruder,SG,30,DET,51,2,14.8,1.9,4.4,.436,1.1,2.9,.397,0.8,1.5,.506,.564,0.4,0.5,.731,0.6,1.6,2.2,0.9,0.4,0.1,0.5,1.1,5.4,.649,9.6,0.8,-1.4,-0.7,12.1,0.4,.116,-0.7,4.2,0.7,11.6,1.4,9.2,8.0,.577,14.8,0.1,1.2,.075
518,370,Alfonzo McKinnie,SF,29,CHI,17,3,12.1,1.4,3.6,.393,0.5,1.6,.333,0.9,2.0,.441,.467,0.1,0.5,.250,0.8,1.2,1.9,0.3,0.1,0.2,0.4,1.5,3.5,.443,3.2,1.3,-9.0,-3.4,10.9,0.1,.131,-5.6,7.1,-0.2,5.6,0.5,9.8,9.0,.457,15.3,-0.4,-0.1,-0.015
519,371,JaQuori McLaughlin,PG,24,DAL,4,0,2.8,0.0,0.5,.000,0.0,0.3,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3,0.0,.500,22.3,0.0,-13.6,-4.2,0.0,0.0,.000,-9.4,0.0,0.0,-2.9,0.0,0.0,0.0,.000,8.2,0.0,0.0,-0.101
520,372,Jordan McLaughlin,PG,25,MIN,62,3,14.5,1.4,3.2,.440,0.4,1.4,.318,1.0,1.9,.530,.508,0.5,0.6,.750,0.4,1.2,1.5,2.9,0.9,0.2,0.6,0.9,3.8,.425,26.1,1.1,0.4,1.6,8.8,1.0,.200,-1.2,2.6,1.3,13.4,3.0,14.9,5.6,.535,11.8,0.6,2.3,.123
521,373,Ben McLemore,SG,28,POR,64,6,20.1,3.4,8.4,.401,2.4,6.5,.362,1.0,1.9,.533,.541,1.1,1.4,.818,0.2,1.4,1.6,0.9,0.6,0.2,0.9,1.6,10.2,.774,7.3,0.8,-3.2,-2.5,8.1,0.2,.163,-0.7,1.0,0.7,11.7,1.4,8.7,4.4,.567,21.3,-0.4,0.8,.031
522,374,De'Anthony Melton,SG,23,MEM,73,15,22.7,3.8,9.5,.404,1.9,5.1,.374,1.9,4.4,.440,.504,1.2,1.6,.750,0.9,3.6,4.5,2.7,1.4,0.5,1.5,1.8,10.8,.535,16.0,2.1,1.9,1.6,17.1,2.8,.173,0.3,4.0,0.9,15.2,3.0,13.0,10.4,.529,21.3,1.6,3.7,.107
523,375,Sam Merrill,SG,25,MEM,6,0,9.7,1.3,4.0,.333,1.2,3.8,.304,0.2,0.2,1.000,.479,0.3,0.7,.500,0.2,1.0,1.2,0.7,0.0,0.0,0.3,0.5,4.2,.958,9.0,0.0,-5.6,-3.4,11.1,0.0,.167,-2.2,1.8,0.0,7.5,0.0,7.2,6.3,.485,19.6,-0.1,0.0,.029
524,376,Chimezie Metu,C,24,SAC,60,20,21.3,3.4,7.5,.452,1.0,3.1,.306,2.4,4.4,.555,.516,1.2,1.5,.780,0.6,5.0,5.6,1.0,0.9,0.5,1.0,1.6,8.9,.414,6.9,2.2,-1.5,0.1,25.9,1.4,.203,-1.6,2.9,0.1,13.4,1.9,11.1,14.3,.546,18.5,0.2,1.5,.056
525,377,Khris Middleton,SF,30,MIL,66,66,32.4,6.8,15.5,.443,2.5,6.6,.373,4.4,8.9,.494,.522,3.9,4.4,.890,0.6,4.8,5.4,5.4,1.2,0.3,2.9,2.4,20.1,.425,25.5,0.8,1.6,-0.3,15.3,2.2,.285,1.9,2.1,3.2,18.1,1.7,14.2,8.8,.577,26.7,1.9,5.3,.119
526,378,C.J. Miles,SG,34,BOS,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,-16.3,0.0,0.0,0.0,,-16.3,0.0,0.0,-7.8,0.0,,0.0,,0.0,0.0,0.0,.030
527,379,Patty Mills,PG,33,BRK,81,48,29.0,4.0,9.8,.408,2.8,7.0,.400,1.2,2.8,.429,.551,0.6,0.7,.814,0.2,1.7,1.9,2.3,0.6,0.2,0.9,1.4,11.4,.715,10.6,0.6,-1.7,-1.4,6.2,0.9,.074,-0.3,0.9,1.9,10.4,1.1,8.2,3.6,.563,16.4,0.2,2.8,.058
528,380,Paul Millsap,PF,36,TOT,33,1,11.4,1.4,3.5,.391,0.2,1.1,.229,1.1,2.4,.463,.426,0.5,0.7,.708,1.2,2.2,3.5,0.9,0.3,0.4,0.6,2.0,3.5,.304,10.4,3.1,-3.4,0.3,20.7,0.5,.209,-3.7,12.3,0.0,10.8,1.3,13.1,16.6,.458,16.7,-0.1,0.5,.061
529,380,Paul Millsap,PF,36,BRK,24,0,11.3,1.3,3.5,.376,0.3,1.1,.222,1.1,2.4,.448,.412,0.5,0.7,.706,1.2,2.5,3.7,1.0,0.2,0.5,0.5,2.0,3.4,.318,11.8,3.6,-3.1,0.5,23.6,0.3,.200,-3.6,12.0,0.1,11.2,0.9,10.6,17.9,.443,16.5,-0.1,0.4,.069
530,380,Paul Millsap,PF,36,PHI,9,1,11.8,1.4,3.3,.433,0.2,0.9,.250,1.2,2.4,.500,.467,0.6,0.8,.714,1.3,1.4,2.8,0.6,0.6,0.2,0.9,2.1,3.7,.267,6.8,1.7,-4.3,-0.3,13.5,0.1,.233,-4.0,12.9,0.0,9.7,2.4,19.5,13.2,.499,17.4,-0.1,0.1,.041
531,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
532,381,Shake Milton,PG,25,PHI,55,6,21.4,3.1,7.3,.429,0.8,2.4,.323,2.4,4.9,.481,.483,1.1,1.3,.836,0.5,2.0,2.6,2.5,0.5,0.3,0.8,1.8,8.2,.330,17.6,1.3,-2.2,-0.6,10.4,1.0,.181,-1.6,2.9,0.7,11.9,1.2,9.2,6.7,.517,18.3,-0.1,1.7,.069
533,382,Davion Mitchell,PG,23,SAC,75,19,27.7,4.7,11.2,.418,1.3,4.3,.316,3.3,7.0,.480,.477,0.7,1.1,.659,0.4,1.8,2.2,4.2,0.7,0.3,1.5,1.9,11.5,.380,22.5,1.0,-3.8,-1.7,7.0,0.6,.101,-2.1,1.7,-0.5,10.8,1.3,11.5,4.4,.489,20.6,-0.9,0.1,.003
534,383,Donovan Mitchell,SG,25,UTA,67,67,33.8,9.2,20.5,.448,3.5,9.8,.355,5.7,10.8,.533,.533,4.0,4.7,.853,0.8,3.4,4.2,5.3,1.5,0.2,3.0,2.4,25.9,.475,27.7,0.5,4.3,-0.3,10.6,2.5,.227,4.6,2.7,4.7,21.6,2.2,11.7,6.8,.572,32.9,3.6,7.2,.152
535,384,Evan Mobley,PF,20,CLE,69,69,33.8,6.1,12.0,.508,0.3,1.3,.250,5.8,10.7,.541,.522,2.4,3.7,.663,2.1,6.2,8.3,2.5,0.8,1.7,1.9,2.1,15.0,.111,11.6,4.4,0.6,1.5,19.8,3.7,.304,-0.9,6.9,1.5,16.1,1.2,12.4,13.5,.549,20.4,1.5,5.2,.107
536,385,Malik Monk,SG,23,LAL,76,37,28.1,5.1,10.9,.473,2.3,5.8,.391,2.9,5.1,.568,.578,1.2,1.5,.795,0.5,2.9,3.4,2.9,0.8,0.4,1.6,1.8,13.8,.535,15.2,1.2,-0.5,-1.0,11.0,1.4,.142,0.5,1.9,2.3,14.4,1.4,12.2,6.4,.597,20.1,0.8,3.6,.081
537,386,Greg Monroe,C,31,TOT,14,0,13.9,2.3,4.1,.561,0.0,0.0,,2.3,4.1,.561,.561,0.9,1.6,.522,2.1,2.4,4.6,1.6,0.6,0.7,0.9,1.7,5.4,.000,16.2,4.8,0.4,0.7,18.8,0.3,.404,-0.3,16.9,0.4,19.5,2.0,15.2,17.7,.566,17.3,0.1,0.7,.169
538,386,Greg Monroe,C,31,MIN,4,0,20.3,3.3,5.5,.591,0.0,0.0,,3.3,5.5,.591,.591,0.8,1.8,.429,1.5,4.5,6.0,4.0,1.0,1.5,1.8,2.3,7.3,.000,28.1,7.1,4.5,4.8,24.4,0.1,.318,-0.3,7.8,0.1,18.9,2.3,21.8,15.9,.578,16.6,0.1,0.3,.149
539,386,Greg Monroe,C,31,WAS,2,0,9.0,2.0,4.0,.500,0.0,0.0,,2.0,4.0,.500,.500,0.0,0.0,,3.5,1.5,5.0,0.5,0.5,0.5,1.0,1.0,4.0,.000,9.0,4.7,-4.4,-4.3,18.2,0.0,.000,-0.1,43.8,0.0,25.1,2.7,20.0,30.8,.500,24.7,0.0,0.1,.135
540,386,Greg Monroe,C,31,MIL,5,0,14.0,2.2,4.4,.500,0.0,0.0,,2.2,4.4,.500,.500,1.0,1.8,.556,2.2,2.0,4.2,0.4,0.6,0.4,0.6,1.4,5.4,.000,4.0,2.8,-4.5,-2.3,14.8,0.1,.409,-2.2,17.0,0.1,16.0,2.1,10.4,15.9,.520,17.7,0.0,0.2,.119
541,386,Greg Monroe,C,31,UTA,3,0,8.7,1.3,1.7,.800,0.0,0.0,,1.3,1.7,.800,.800,1.3,2.3,.571,2.0,1.0,3.0,1.0,0.0,0.3,0.0,2.0,4.0,.000,16.7,3.4,4.4,-0.3,12.2,0.0,1.400,4.6,26.1,0.2,27.0,0.0,0.0,19.0,.743,13.5,0.0,0.2,.390
542,387,Moses Moody,SG,19,GSW,52,11,11.7,1.5,3.5,.437,0.8,2.1,.364,0.8,1.4,.548,.546,0.5,0.7,.778,0.3,1.2,1.5,0.4,0.1,0.2,0.3,0.8,4.4,.601,5.3,1.6,-2.5,-1.1,11.0,0.7,.197,-1.4,3.2,0.6,10.5,0.6,6.1,7.2,.573,15.2,-0.1,1.3,.101
543,388,Xavier Moon,SG,27,LAC,10,0,13.7,2.5,5.1,.490,0.5,1.4,.357,2.0,3.7,.541,.539,0.3,0.5,.600,0.2,1.2,1.4,2.4,0.7,0.3,0.6,0.9,5.8,.275,27.0,1.9,-0.1,1.0,9.0,0.2,.098,-1.1,1.6,0.2,16.2,2.5,10.1,5.4,.545,19.0,0.1,0.3,.121
544,389,Matt Mooney,SG,24,NYK,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.000,0.0,0.0,-22.3,11.5,0.0,0.0,.000,-33.9,0.0,-0.1,-20.0,25.0,50.0,0.0,.000,43.8,0.0,0.0,-0.915
545,390,Ja Morant,PG,22,MEM,57,57,33.1,10.2,20.6,.493,1.5,4.5,.344,8.6,16.2,.534,.530,5.5,7.3,.761,1.4,4.4,5.7,6.7,1.2,0.4,3.4,1.5,27.4,.218,34.1,1.0,6.1,-0.1,14.1,2.1,.353,6.2,4.2,4.6,24.4,1.7,12.6,9.0,.575,33.7,3.9,6.7,.171
546,391,Juwan Morgan,PF,24,TOT,2,0,15.5,1.0,1.5,.667,0.5,1.0,.500,0.5,0.5,1.000,.833,0.0,0.0,,1.0,1.0,2.0,0.5,0.0,0.0,0.0,1.5,2.5,.667,4.2,0.0,-7.1,-3.9,7.4,0.0,.000,-3.3,6.6,0.1,8.3,0.0,0.0,7.0,.833,4.1,0.0,0.1,.124
547,391,Juwan Morgan,PF,24,TOR,1,0,27.0,2.0,3.0,.667,1.0,2.0,.500,1.0,1.0,1.000,.833,0.0,0.0,,2.0,2.0,4.0,1.0,0.0,0.0,0.0,3.0,5.0,.667,4.8,0.0,-7.3,-4.2,8.5,0.0,.000,-3.2,7.6,0.1,9.5,0.0,0.0,8.0,.833,4.8,0.0,0.1,.139
548,391,Juwan Morgan,PF,24,BOS,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-6.0,-2.0,0.0,0.0,,-4.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.024
549,392,Jaylen Morris,SG,26,SAS,3,0,5.3,0.0,2.0,.000,0.0,0.7,.000,0.0,1.3,.000,.000,0.7,1.3,.500,0.0,0.7,0.7,0.7,0.0,0.0,0.3,0.7,0.7,.333,14.0,0.0,-21.5,-5.7,13.2,0.0,.667,-15.8,0.0,-0.1,-11.4,0.0,11.4,6.6,.129,23.1,-0.1,-0.1,-0.376
550,393,Marcus Morris,PF,32,LAC,54,54,29.0,5.6,12.8,.434,1.9,5.1,.367,3.7,7.7,.478,.507,2.4,2.7,.872,0.5,3.9,4.4,2.1,0.5,0.3,1.3,2.1,15.4,.398,11.3,1.0,-1.4,-1.0,14.0,1.5,.214,-0.3,1.8,0.9,13.7,0.9,8.4,8.1,.549,23.2,0.3,2.4,.074
551,394,Markieff Morris,PF,32,MIA,17,1,17.5,3.2,6.7,.474,0.8,2.3,.333,2.4,4.4,.547,.531,0.5,0.5,.889,1.0,1.6,2.6,1.4,0.4,0.1,1.2,1.9,7.6,.342,12.1,0.4,-1.9,-0.4,10.5,0.3,.079,-1.5,6.6,0.0,10.9,1.0,14.5,8.6,.547,20.6,0.0,0.3,.054
552,395,Monte Morris,PG,26,DEN,75,74,29.9,5.0,10.3,.484,1.7,4.2,.395,3.3,6.1,.545,.564,1.0,1.1,.869,0.4,2.7,3.0,4.4,0.7,0.2,1.0,1.2,12.6,.406,21.4,0.6,0.0,-0.8,9.6,1.5,.109,0.8,1.4,3.9,14.7,1.2,8.8,5.6,.583,17.4,1.1,5.4,.116
553,396,Emmanuel Mudiay,PG,25,SAC,2,0,5.5,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,1.5,2.0,.750,0.0,0.0,0.0,2.0,0.5,0.0,0.5,0.5,1.5,.000,43.4,0.0,-1.2,1.5,0.0,0.0,2.000,-2.7,0.0,0.0,12.3,4.4,21.0,0.0,.399,18.6,0.0,0.0,.023
554,397,Mychal Mulder,PG,27,TOT,17,3,14.1,1.4,4.5,.312,1.0,3.2,.315,0.4,1.4,.304,.422,0.2,0.2,1.000,0.1,1.3,1.4,0.3,0.2,0.1,0.5,0.8,4.1,.701,3.0,0.8,-7.7,-1.8,9.8,0.1,.052,-5.9,0.9,-0.4,3.7,0.8,9.2,5.3,.438,15.8,-0.3,-0.2,-0.050
555,397,Mychal Mulder,PG,27,ORL,15,2,13.0,1.3,4.5,.299,0.9,3.1,.283,0.5,1.4,.333,.396,0.1,0.1,1.000,0.1,1.3,1.4,0.2,0.3,0.1,0.5,0.8,3.7,.687,2.2,0.5,-8.6,-1.7,10.3,0.1,.030,-6.9,1.1,-0.5,2.1,1.0,10.5,5.7,.405,16.8,-0.3,-0.4,-0.091
556,397,Mychal Mulder,PG,27,MIA,2,1,22.0,2.0,5.0,.400,2.0,4.0,.500,0.0,1.0,.000,.600,1.0,1.0,1.000,0.0,1.5,1.5,1.0,0.0,0.5,0.0,0.5,7.0,.800,6.3,2.4,-3.9,-2.6,7.6,0.0,.200,-1.3,0.0,0.1,10.7,0.0,0.0,3.9,.643,11.0,0.0,0.1,.132
557,398,Ade Murkey,SG,24,SAC,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-9.7,-2.3,0.0,0.0,,-7.4,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.017
558,399,Trey Murphy III,SF,21,NOP,62,1,13.9,1.8,4.5,.394,1.1,3.0,.382,0.6,1.5,.418,.522,0.7,0.8,.882,0.8,1.6,2.4,0.6,0.4,0.1,0.3,1.0,5.4,.671,6.2,0.8,-1.2,-1.4,13.1,0.6,.184,0.2,5.9,1.3,12.5,1.3,5.1,9.4,.558,15.7,0.2,1.9,.104
559,400,Dejounte Murray,PG,25,SAS,68,68,34.8,8.4,18.3,.462,1.4,4.3,.327,7.0,13.9,.504,.500,2.9,3.6,.794,1.2,7.1,8.3,9.2,2.0,0.3,2.6,2.0,21.1,.237,40.6,0.8,5.4,1.7,21.6,3.4,.199,3.7,3.5,3.9,22.3,2.8,11.8,12.5,.533,27.3,4.4,7.3,.149
560,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
561,401,Mike Muscala,C,30,OKC,43,0,13.8,2.6,5.8,.456,1.6,3.8,.429,1.0,2.0,.506,.597,1.1,1.3,.842,0.5,2.5,3.0,0.5,0.4,0.6,0.3,1.3,8.0,.657,6.2,4.1,5.0,1.2,19.1,0.7,.230,3.8,3.6,1.4,19.7,1.5,4.9,11.2,.630,20.9,1.1,2.1,.170
562,402,Svi Mykhailiuk,SF,24,TOR,56,5,12.8,1.6,4.2,.389,0.7,2.4,.306,0.9,1.8,.500,.476,0.6,0.7,.865,0.4,1.3,1.6,0.8,0.5,0.1,0.6,1.0,4.6,.573,8.8,0.5,-2.9,-0.2,11.5,0.7,.158,-2.7,2.9,0.1,9.6,1.8,11.3,7.0,.509,16.9,-0.2,0.8,.052
563,403,Abdel Nader,SF,28,PHO,14,0,10.4,0.9,2.5,.343,0.3,1.0,.286,0.6,1.5,.381,.400,0.4,0.7,.600,0.3,1.6,1.9,0.5,0.6,0.3,0.8,1.4,2.4,.400,5.9,2.5,-5.0,2.2,16.6,0.3,.286,-7.1,3.0,-0.3,4.9,2.7,21.8,10.0,.431,15.0,-0.1,0.0,-0.009
564,404,Larry Nance Jr.,PF,29,TOT,46,11,22.6,2.8,5.4,.522,0.5,1.5,.329,2.3,3.8,.599,.569,0.9,1.2,.702,1.6,3.8,5.4,1.8,0.9,0.4,0.8,1.8,7.0,.283,11.4,1.9,-0.1,0.4,19.3,0.8,.231,-0.5,7.4,1.5,14.4,2.0,12.0,13.1,.590,12.8,0.5,2.3,.104
565,404,Larry Nance Jr.,PF,29,POR,37,11,23.2,2.8,5.4,.515,0.5,1.7,.306,2.2,3.7,.610,.563,0.9,1.3,.653,1.6,4.1,5.6,2.0,1.0,0.4,0.7,1.8,6.9,.313,12.5,1.5,0.3,0.6,20.1,0.6,.247,-0.3,7.2,1.3,14.4,2.2,11.0,13.4,.581,12.4,0.5,1.9,.104
566,404,Larry Nance Jr.,PF,29,NOP,9,0,20.2,3.0,5.4,.551,0.4,0.9,.500,2.6,4.6,.561,.592,0.9,0.9,1.000,1.6,2.8,4.3,0.9,0.6,0.8,1.1,1.9,7.3,.163,6.4,3.7,-1.9,-0.8,15.6,0.2,.163,-1.1,8.3,0.2,14.2,1.4,16.0,11.9,.628,14.7,0.0,0.4,.104
567,405,RJ Nembhard Jr.,SG,22,CLE,14,0,4.5,0.4,1.3,.333,0.0,0.1,.000,0.4,1.1,.375,.333,0.2,0.3,.750,0.2,0.3,0.5,0.9,0.1,0.0,0.2,0.1,1.1,.111,26.1,0.0,-5.9,-1.5,6.9,0.0,.222,-4.4,5.4,0.0,8.0,0.8,13.2,6.1,.380,16.0,-0.1,0.0,.010
568,406,Aaron Nesmith,SF,22,BOS,52,3,11.0,1.4,3.5,.396,0.6,2.2,.270,0.8,1.3,.612,.481,0.4,0.5,.808,0.3,1.4,1.7,0.4,0.4,0.1,0.6,1.3,3.8,.632,5.4,0.8,-4.3,0.7,13.6,0.9,.143,-4.9,2.9,-0.4,7.3,1.7,13.8,8.4,.507,17.2,-0.3,0.4,.038
