,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
425,303,Frank Kaminsky,C,28,PHO,9,0,20.1,4.0,7.3,.545,0.6,1.7,.333,3.4,5.7,.608,.583,2.0,2.2,.900,1.2,3.3,4.6,1.4,0.9,0.8,0.6,1.6,10.6,.227,10.1,3.4,4.9,2.5,17.3,0.3,.303,2.4,6.7,0.5,21.3,2.1,6.3,12.1,.635,19.0,0.3,0.9,.228
426,304,Luke Kennard,SG,25,LAC,70,13,27.4,4.1,9.1,.449,2.7,6.0,.449,1.4,3.1,.449,.598,1.0,1.1,.896,0.3,3.0,3.3,2.1,0.6,0.1,0.9,1.4,11.9,.662,11.2,0.3,0.5,-0.3,11.2,1.7,.121,0.8,1.1,2.8,13.3,1.1,8.2,6.3,.619,16.8,1.2,4.5,.113
427,305,Braxton Key,SF,24,TOT,11,0,17.9,3.0,6.5,.458,0.5,1.9,.286,2.5,4.6,.529,.500,0.6,1.2,.538,1.2,3.4,4.5,1.0,0.9,1.0,1.0,2.4,7.2,.292,8.9,5.0,-3.3,0.6,21.4,0.3,.181,-3.8,6.8,-0.1,13.7,2.5,12.4,13.7,.508,19.4,-0.1,0.2,.052
428,305,Braxton Key,SF,24,PHI,2,0,3.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.5,0.5,1.0,0.5,0.5,0.0,1.0,0.5,1.0,.500,25.7,0.0,-6.2,3.3,18.3,0.0,.000,-9.6,18.9,0.0,9.0,8.3,50.0,18.6,.500,29.9,0.0,0.0,-0.169
429,305,Braxton Key,SF,24,DET,9,0,21.2,3.6,7.8,.457,0.7,2.2,.300,2.9,5.6,.520,.500,0.8,1.4,.538,1.3,4.0,5.3,1.1,1.0,1.2,1.0,2.8,8.6,.286,8.4,5.2,-3.2,0.5,21.5,0.3,.186,-3.7,6.5,0.0,13.9,2.3,10.6,13.6,.508,19.0,-0.1,0.2,.059
430,306,George King,SF,28,DAL,4,0,4.8,0.0,1.3,.000,0.0,1.0,.000,0.0,0.3,.000,.000,0.3,0.5,.500,0.0,1.3,1.3,0.0,0.0,0.0,0.3,1.0,0.3,.800,0.0,0.0,-20.1,-3.5,29.3,0.0,.400,-16.5,0.0,-0.1,-12.3,0.0,14.5,14.6,.085,16.3,-0.1,-0.1,-0.296
431,307,Louis King,SF,22,SAC,10,0,10.4,1.5,4.7,.319,0.8,2.7,.296,0.7,2.0,.350,.404,0.7,1.0,.700,0.0,1.2,1.2,0.9,0.2,0.1,0.0,1.4,4.5,.574,12.5,0.8,-4.6,-1.6,12.7,0.0,.213,-3.0,0.0,0.0,8.1,0.9,0.0,6.3,.438,21.2,-0.1,0.0,.000
432,308,Corey Kispert,SF,22,WAS,77,36,23.4,3.0,6.7,.455,1.5,4.2,.350,1.6,2.5,.629,.564,0.7,0.8,.871,0.7,2.0,2.7,1.1,0.5,0.3,0.6,1.2,8.2,.623,6.7,1.0,-2.3,-1.5,9.4,0.7,.121,-0.8,3.3,1.6,10.9,1.0,8.5,6.4,.586,14.6,-0.1,2.3,.061
433,309,Maxi Kleber,PF,30,DAL,59,21,24.6,2.4,6.0,.398,1.4,4.3,.325,1.0,1.7,.586,.516,0.8,1.1,.708,1.2,4.7,5.9,1.2,0.5,1.0,0.8,2.3,7.0,.720,6.5,3.6,-0.4,1.2,21.5,2.3,.184,-1.6,5.4,0.7,11.0,1.0,10.9,13.4,.537,13.3,0.6,3.0,.098
434,310,Brandon Knight,PG,30,DAL,5,0,13.0,2.0,5.0,.400,0.8,3.4,.235,1.2,1.6,.750,.480,1.6,1.6,1.000,0.0,1.6,1.6,1.6,0.2,0.0,0.8,1.0,6.4,.680,18.6,0.0,-4.6,-1.9,13.7,0.1,.320,-2.7,0.0,0.1,13.0,0.8,12.3,6.8,.561,22.5,0.0,0.1,.091
435,311,Nathan Knight,PF,24,MIN,37,2,7.2,1.2,2.4,.511,0.1,0.4,.308,1.1,2.0,.547,.534,1.2,1.6,.733,0.9,1.4,2.3,0.6,0.2,0.2,0.5,1.1,3.7,.148,11.9,2.9,-0.6,0.1,21.8,0.3,.682,-0.7,12.5,0.6,18.7,1.2,13.6,17.1,.603,20.7,0.1,1.0,.171
436,312,Kevin Knox,SF,22,TOT,30,0,7.4,1.0,2.8,.365,0.5,1.8,.278,0.5,1.0,.516,.453,0.5,0.7,.727,0.5,1.0,1.5,0.3,0.1,0.1,0.2,0.6,3.1,.635,6.5,0.8,-4.1,-2.2,14.8,0.2,.259,-1.9,6.8,0.1,10.9,0.9,6.9,10.7,.491,20.0,-0.1,0.2,.047
437,312,Kevin Knox,SF,22,NYK,13,0,8.5,1.2,3.1,.375,0.8,2.2,.357,0.4,0.9,.417,.500,0.5,0.8,.700,0.6,1.1,1.7,0.2,0.2,0.1,0.4,0.4,3.6,.700,4.2,0.9,-1.4,-1.9,13.8,0.1,.250,0.5,7.6,0.0,11.6,0.9,10.1,10.7,.529,19.5,0.0,0.1,.062
438,312,Kevin Knox,SF,22,ATL,17,0,6.5,0.9,2.6,.356,0.3,1.5,.192,0.6,1.1,.579,.411,0.5,0.7,.750,0.4,0.9,1.3,0.4,0.1,0.1,0.1,0.8,2.7,.578,8.8,0.8,-6.9,-2.5,15.7,0.1,.267,-4.4,5.9,0.0,10.1,0.9,3.8,10.8,.457,20.6,-0.1,0.1,.031
439,313,John Konchar,SG,25,MEM,72,7,17.9,1.9,3.6,.515,0.7,1.8,.413,1.2,1.9,.610,.615,0.4,0.7,.551,1.2,3.4,4.6,1.5,0.6,0.3,0.4,1.3,4.8,.481,10.6,1.5,1.5,1.3,20.1,1.8,.187,0.2,6.9,2.4,14.0,1.7,9.3,13.3,.615,9.9,1.2,4.2,.155
440,314,Furkan Korkmaz,SG,24,PHI,67,19,21.1,2.7,7.0,.387,1.1,4.0,.289,1.6,3.0,.515,.469,1.0,1.3,.810,0.3,2.3,2.6,1.9,0.5,0.1,0.7,0.9,7.6,.566,13.1,0.6,-3.1,-1.1,11.9,1.1,.179,-2.0,1.8,0.1,10.2,1.2,8.6,6.9,.502,17.6,-0.4,1.2,.041
441,315,Luke Kornet,C,26,TOT,15,0,6.9,0.9,1.8,.481,0.0,0.3,.000,0.9,1.5,.591,.481,0.3,0.4,.667,0.9,1.1,1.9,0.6,0.2,0.2,0.0,0.6,2.0,.185,12.4,2.6,-0.5,0.4,16.4,0.2,.222,-0.9,14.0,0.2,16.6,1.4,0.0,15.2,.506,12.7,0.0,0.4,.194
442,315,Luke Kornet,C,26,CLE,2,0,7.5,0.5,2.5,.200,0.0,0.5,.000,0.5,2.0,.250,.200,1.0,1.5,.667,1.0,0.5,1.5,0.5,0.0,0.5,0.0,0.5,2.0,.200,8.8,5.9,-9.9,-3.2,7.2,0.0,.600,-6.7,15.1,0.0,8.7,0.0,0.0,11.1,.316,18.6,0.0,0.0,.008
443,315,Luke Kornet,C,26,MIL,1,0,3.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,.000,0.0,0.0,-24.7,-10.5,0.0,0.0,.000,-14.2,36.1,0.0,-5.0,0.0,0.0,17.7,.000,14.2,0.0,0.0,-0.154
444,315,Luke Kornet,C,26,BOS,12,0,7.1,1.0,1.8,.571,0.0,0.3,.000,1.0,1.4,.706,.571,0.2,0.3,.667,0.8,1.3,2.1,0.7,0.3,0.2,0.0,0.6,2.2,.190,13.5,2.1,2.1,1.4,18.6,0.2,.143,0.6,13.0,0.3,18.8,1.8,0.0,15.9,.582,11.6,0.1,0.4,.239
445,316,Vit Krejci,SG,21,OKC,30,8,23.0,2.3,5.6,.407,1.1,3.3,.327,1.2,2.3,.522,.503,0.6,0.7,.864,0.6,2.8,3.4,1.9,0.6,0.3,1.0,2.2,6.2,.587,11.9,1.1,-5.3,-1.0,12.6,0.5,.132,-4.3,2.6,0.1,8.5,1.3,14.1,7.5,.529,12.9,-0.6,0.6,.042
446,317,Arnoldas Kulboka,SF,24,CHO,2,0,2.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.000,0.0,0.0,-21.8,-7.1,0.0,0.0,.000,-14.7,0.0,0.0,-10.7,0.0,0.0,0.0,.000,8.5,0.0,0.0,-0.217
447,318,Jonathan Kuminga,SF,19,GSW,70,12,16.9,3.4,6.6,.513,0.7,2.1,.336,2.7,4.4,.598,.567,1.9,2.7,.684,0.8,2.6,3.3,0.9,0.4,0.3,1.1,2.1,9.3,.324,8.4,1.8,-1.5,-0.2,16.1,1.8,.413,-1.3,5.1,1.3,15.2,1.3,12.0,10.8,.600,22.7,0.1,3.0,.123
448,319,Kyle Kuzma,PF,26,WAS,66,66,33.4,6.4,14.2,.452,1.9,5.7,.341,4.5,8.5,.526,.520,2.4,3.3,.712,1.1,7.4,8.5,3.5,0.6,0.9,2.6,1.9,17.1,.401,16.3,2.2,-0.2,-0.4,24.3,2.0,.234,0.2,3.6,0.0,15.2,0.9,14.1,14.1,.547,24.2,1.0,2.0,.044
449,320,Anthony Lamb,SF,24,SAS,2,0,4.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.000,27.9,0.0,-8.0,-1.8,13.2,0.0,.000,-6.2,0.0,0.0,-0.5,0.0,0.0,6.6,.000,10.6,0.0,0.0,-0.138
450,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
451,321,Jeremy Lamb,SF-SG,29,TOT,56,0,16.7,2.4,6.2,.383,1.0,3.0,.324,1.4,3.2,.441,.463,1.6,1.9,.840,0.5,2.3,2.8,1.4,0.6,0.4,0.7,1.1,7.3,.490,12.3,2.0,-0.8,-0.5,15.3,0.6,.305,-0.4,3.0,0.6,13.3,1.6,8.6,9.1,.521,19.7,0.3,1.2,.063
452,321,Jeremy Lamb,SF,29,IND,39,0,15.7,2.2,5.8,.373,1.0,3.0,.333,1.2,2.8,.414,.458,1.7,2.1,.838,0.4,2.0,2.4,1.3,0.6,0.4,0.6,1.1,7.1,.513,11.6,2.0,-0.5,-0.2,14.6,0.4,.351,-0.2,2.7,0.5,13.4,1.8,8.4,8.5,.524,20.0,0.2,0.9,.070
453,321,Jeremy Lamb,SG,29,SAC,17,0,18.9,2.8,7.0,.403,0.9,3.1,.302,1.9,3.9,.485,.471,1.3,1.5,.846,0.6,2.9,3.5,1.8,0.5,0.5,0.8,0.9,7.9,.445,13.5,2.2,-1.5,-0.9,16.7,0.2,.218,-0.6,3.7,0.1,13.1,1.2,9.1,10.1,.514,19.1,0.0,0.3,.051
454,322,Jock Landale,C,26,SAS,54,1,10.9,1.9,3.8,.495,0.5,1.6,.326,1.3,2.1,.626,.566,0.6,0.8,.829,1.2,1.4,2.6,0.8,0.2,0.3,0.6,1.0,4.9,.436,10.6,2.0,-0.4,-1.1,13.5,0.4,.201,0.7,11.1,1.0,16.0,0.8,12.3,12.3,.597,18.1,0.2,1.5,.121
455,323,Romeo Langford,SG,22,TOT,48,5,16.1,1.7,4.0,.435,0.6,1.8,.341,1.1,2.2,.509,.510,0.5,0.9,.548,0.6,1.6,2.3,0.4,0.5,0.3,0.3,1.0,4.5,.445,3.7,1.9,-1.4,1.0,10.7,1.0,.220,-2.3,4.3,0.3,9.2,1.4,7.1,7.6,.520,12.9,0.1,1.3,.082
456,323,Romeo Langford,SG,22,BOS,44,5,16.5,1.8,4.2,.429,0.7,1.9,.349,1.1,2.3,.495,.508,0.5,0.8,.588,0.7,1.7,2.4,0.4,0.5,0.4,0.4,1.0,4.7,.451,3.6,2.0,-1.2,1.1,10.7,1.0,.185,-2.3,4.6,0.2,9.3,1.4,7.4,7.7,.520,13.0,0.2,1.3,.084
457,323,Romeo Langford,SG,22,SAS,4,0,10.8,1.0,1.8,.571,0.0,0.5,.000,1.0,1.3,.800,.571,0.8,2.0,.375,0.0,1.0,1.0,0.5,0.3,0.0,0.0,0.3,2.8,.286,5.8,0.0,-4.1,-0.4,9.8,0.0,1.143,-3.8,0.0,0.0,8.1,1.1,0.0,4.9,.523,10.3,0.0,0.0,.053
458,324,Zach LaVine,SF,26,CHI,67,67,34.7,8.4,17.7,.476,2.8,7.1,.389,5.7,10.6,.534,.554,4.8,5.6,.853,0.3,4.3,4.6,4.5,0.6,0.3,2.6,1.8,24.4,.401,20.8,0.9,2.4,-1.5,13.8,1.3,.316,3.9,1.1,4.5,20.0,0.9,11.2,7.4,.605,28.8,2.6,5.8,.120
459,325,Jake Layman,SF,27,MIN,34,1,6.8,0.9,2.1,.411,0.2,1.0,.229,0.6,1.1,.579,.466,0.4,0.5,.722,0.2,0.9,1.1,0.3,0.2,0.1,0.3,0.4,2.4,.479,5.3,2.1,-3.9,-0.6,14.3,0.2,.247,-3.3,2.7,-0.1,9.0,1.4,11.0,8.4,.500,16.4,-0.1,0.1,.024
460,326,Damion Lee,SG,29,GSW,63,5,19.9,2.7,6.1,.441,1.0,3.0,.337,1.7,3.1,.541,.523,1.0,1.2,.880,0.4,2.8,3.2,1.0,0.6,0.1,0.6,1.5,7.4,.488,7.1,0.5,-2.0,0.4,14.9,1.8,.196,-2.4,2.4,0.9,10.9,1.5,8.4,8.8,.561,15.8,0.0,2.7,.102
461,327,Saben Lee,PG,22,DET,37,0,16.3,1.9,4.8,.390,0.4,1.6,.233,1.5,3.2,.470,.429,1.5,1.9,.789,0.5,1.9,2.4,2.9,1.0,0.3,1.0,1.2,5.6,.339,26.2,1.8,-0.4,1.5,13.0,0.7,.401,-1.9,3.1,0.3,13.8,2.9,14.7,7.8,.499,17.3,0.2,0.9,.073
462,328,Alex Len,C,28,SAC,39,10,15.9,2.4,4.5,.534,0.2,0.5,.286,2.3,4.0,.568,.551,1.1,1.6,.651,1.3,2.8,4.1,1.2,0.3,0.6,1.1,2.6,6.0,.119,10.6,3.5,-2.9,0.3,19.3,0.5,.358,-3.2,9.0,0.4,13.1,1.0,17.4,14.1,.577,17.1,-0.1,0.9,.070
463,329,Caris LeVert,SG,27,TOT,58,49,30.7,6.5,14.7,.444,1.4,4.4,.320,5.1,10.3,.497,.492,2.5,3.3,.756,0.7,2.9,3.7,4.3,0.9,0.4,1.9,2.3,17.0,.300,22.0,1.1,-1.2,-1.2,10.7,1.0,.226,0.0,2.7,1.2,15.1,1.4,10.3,6.7,.525,25.4,0.4,2.2,.059
464,329,Caris LeVert,SG,27,IND,39,39,31.1,7.1,15.9,.447,1.6,4.8,.323,5.6,11.1,.501,.496,2.8,3.7,.760,0.8,3.1,3.8,4.4,0.9,0.5,1.9,2.3,18.7,.304,22.8,1.3,-0.3,-1.3,11.2,0.4,.235,1.0,2.7,1.1,16.3,1.4,9.9,6.9,.530,26.8,0.5,1.5,.060
465,329,Caris LeVert,SG,27,CLE,19,10,29.8,5.3,12.2,.435,1.1,3.5,.313,4.2,8.7,.485,.481,1.8,2.5,.745,0.7,2.7,3.4,3.9,0.8,0.3,1.7,2.1,13.6,.289,20.5,0.8,-3.1,-1.1,9.7,0.6,.203,-2.1,2.6,0.1,12.4,1.4,11.6,6.2,.511,22.3,-0.2,0.7,.057
466,330,Kira Lewis Jr.,PG,20,NOP,24,0,14.2,2.5,6.1,.404,0.5,2.4,.224,1.9,3.7,.523,.449,0.4,0.5,.833,0.4,1.3,1.6,2.0,0.5,0.0,1.1,0.7,5.9,.397,21.7,0.3,-4.0,-1.2,10.0,0.2,.082,-2.8,2.9,-0.3,9.8,1.6,14.7,6.3,.466,22.3,-0.2,-0.1,-0.017
467,331,Scottie Lewis,SG,21,CHO,2,0,3.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.5,1.0,.500,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,,16.2,0.0,6.0,5.9,0.0,0.0,,0.0,0.0,0.0,14.6,6.9,0.0,0.0,.568,5.3,0.0,0.0,.164
468,332,Damian Lillard,PG,31,POR,29,29,36.4,7.7,19.0,.402,3.2,9.8,.324,4.5,9.2,.485,.486,5.5,6.2,.878,0.4,3.7,4.1,7.3,0.6,0.4,2.9,1.3,24.0,.514,34.0,1.0,1.3,-2.7,11.6,0.1,.328,4.0,1.3,1.7,18.5,0.8,11.6,6.2,.550,29.3,0.9,1.7,.079
469,333,Nassir Little,SF,21,POR,42,23,25.9,3.5,7.5,.460,1.2,3.7,.331,2.2,3.8,.584,.541,1.6,2.2,.734,1.4,4.2,5.6,1.3,0.6,0.9,1.0,2.0,9.8,.489,7.4,3.3,-1.5,-0.6,18.7,0.6,.298,-0.9,5.7,1.2,13.5,1.1,10.1,11.9,.575,15.8,0.2,1.7,.076
470,334,Isaiah Livers,SF,23,DET,19,5,20.2,2.2,4.7,.456,1.4,3.4,.422,0.7,1.4,.538,.606,0.6,0.7,.857,0.8,2.2,3.0,1.1,0.7,0.4,0.8,1.9,6.4,.711,8.0,1.6,-1.5,-0.2,12.5,0.3,.156,-1.3,4.0,0.4,11.1,1.7,13.5,8.0,.629,12.4,0.0,0.7,.085
471,335,Kevon Looney,C,25,GSW,82,80,21.1,2.5,4.4,.571,0.0,0.0,.000,2.5,4.4,.573,.571,0.9,1.5,.600,2.5,4.7,7.3,2.0,0.6,0.6,0.8,2.6,6.0,.003,13.2,2.9,0.9,1.7,23.8,3.2,.343,-0.9,13.5,3.5,15.7,1.4,13.8,18.8,.586,12.2,1.3,6.8,.187
472,336,Brook Lopez,C,33,MIL,13,11,22.9,4.7,10.1,.466,1.5,4.1,.358,3.2,6.0,.538,.538,1.5,1.8,.870,1.5,2.6,4.1,0.5,0.6,1.2,0.9,2.6,12.4,.405,3.0,4.8,-1.3,-0.7,11.9,0.3,.176,-0.7,6.9,0.3,16.0,1.3,7.8,9.4,.570,21.9,0.1,0.7,.108
473,337,Robin Lopez,C,33,ORL,36,9,17.0,3.1,5.5,.553,0.1,0.2,.333,3.0,5.4,.560,.558,0.9,1.5,.593,1.9,1.6,3.5,1.5,0.1,0.5,1.2,1.9,7.1,.030,14.4,2.7,-3.8,-1.4,10.0,0.3,.271,-2.4,11.7,0.5,13.7,0.2,16.5,10.9,.570,18.9,-0.3,0.8,.064
474,338,Didi Louzada,SG-SF,22,TOT,9,1,14.3,1.3,3.7,.364,1.0,2.6,.391,0.3,1.1,.300,.500,0.2,0.2,1.000,0.6,1.3,1.9,0.6,0.2,0.2,0.6,1.4,3.9,.697,5.3,1.5,-7.5,-3.4,10.6,0.0,.061,-4.1,4.1,0.0,6.4,0.8,12.9,7.2,.517,13.0,-0.2,0.0,-0.005
475,338,Didi Louzada,SF,22,NOP,2,0,3.5,0.0,1.5,.000,0.0,1.5,.000,0.0,0.0,,.000,0.0,0.0,,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.000,17.1,0.0,-12.5,-8.4,0.0,0.0,.000,-4.1,31.0,0.0,-1.2,0.0,0.0,15.8,.000,18.4,0.0,0.0,-0.238
476,338,Didi Louzada,SG,22,POR,7,1,17.4,1.7,4.3,.400,1.3,2.9,.450,0.4,1.4,.300,.550,0.3,0.3,1.000,0.4,1.7,2.1,0.6,0.3,0.3,0.7,1.9,5.0,.667,4.7,1.6,-7.2,-3.1,11.2,0.0,.067,-4.1,2.6,0.0,6.8,0.8,13.9,6.8,.567,12.7,-0.2,0.0,.008
477,339,Kevin Love,PF,33,CLE,74,4,22.5,4.4,10.3,.430,2.5,6.4,.392,1.9,3.8,.493,.553,2.2,2.7,.838,1.2,6.1,7.2,2.2,0.4,0.2,1.3,1.4,13.6,.627,15.3,1.0,4.5,0.1,29.2,2.5,.260,4.3,5.9,3.2,19.6,0.8,10.4,17.8,.594,25.1,2.7,5.7,.164
478,340,Kyle Lowry,PG,35,MIA,63,63,33.9,4.4,10.0,.440,2.3,6.1,.377,2.1,3.9,.539,.555,2.3,2.8,.851,0.5,4.0,4.5,7.5,1.1,0.3,2.7,2.8,13.4,.609,32.3,0.8,1.9,0.8,13.0,2.7,.278,1.1,1.8,3.7,15.0,1.6,19.3,7.5,.600,18.2,2.1,6.4,.143
479,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
480,341,Gabriel Lundberg,SG,27,PHO,4,0,11.0,1.3,4.8,.263,0.8,2.0,.375,0.5,2.8,.182,.342,0.0,0.0,,0.5,1.3,1.8,2.8,0.8,0.0,0.8,1.8,3.3,.421,31.5,0.0,-4.8,0.5,11.9,0.1,.000,-5.3,5.0,-0.1,7.7,3.3,13.6,8.5,.342,21.5,0.0,0.0,-0.005
481,342,Timothé Luwawu-Cabarrot,SF,26,ATL,52,18,13.2,1.4,3.6,.398,0.8,2.3,.361,0.6,1.2,.469,.516,0.7,0.8,.854,0.3,1.3,1.6,0.8,0.3,0.1,0.4,1.5,4.4,.656,7.7,0.8,-3.3,-1.0,10.3,0.3,.220,-2.3,2.7,0.6,9.3,1.3,8.9,6.6,.556,14.3,-0.2,0.9,.061
482,343,Trey Lyles,PF,26,TOT,75,23,20.5,3.5,7.5,.466,0.9,2.8,.321,2.6,4.7,.552,.526,2.6,3.2,.802,1.2,3.9,5.1,1.2,0.4,0.4,1.0,1.6,10.5,.372,9.0,1.9,-0.3,-0.8,21.2,1.2,.432,0.5,6.0,2.4,16.4,0.9,9.8,13.4,.588,20.7,0.7,3.5,.111
483,343,Trey Lyles,PF,26,DET,51,3,19.4,3.4,7.5,.456,0.9,2.9,.301,2.6,4.7,.550,.513,2.7,3.5,.784,1.2,3.6,4.8,1.1,0.4,0.5,1.1,1.8,10.4,.380,9.5,2.4,0.0,-0.4,21.2,0.9,.458,0.5,6.2,1.3,16.7,1.1,10.5,13.3,.576,22.3,0.5,2.2,.106
484,343,Trey Lyles,PF,26,SAC,24,20,22.8,3.6,7.4,.489,1.0,2.6,.365,2.7,4.8,.557,.553,2.4,2.8,.851,1.2,4.4,5.6,1.3,0.3,0.3,0.8,1.3,10.6,.354,8.1,1.0,-1.0,-1.6,21.3,0.3,.376,0.7,5.7,1.1,16.0,0.6,8.4,13.4,.612,17.8,0.1,1.4,.120
485,344,Théo Maledon,PG,20,OKC,51,7,17.8,2.3,6.2,.375,0.9,2.9,.293,1.5,3.3,.449,.445,1.5,2.0,.790,0.4,2.2,2.6,2.2,0.6,0.2,1.3,1.3,7.1,.473,18.5,1.1,-4.4,-0.7,12.8,0.8,.315,-3.7,2.2,-0.5,10.6,1.7,15.3,7.4,.500,20.3,-0.6,0.3,.015
486,345,Sandro Mamukelashvili,PF,22,MIL,41,3,9.9,1.4,2.8,.496,0.5,1.3,.423,0.9,1.5,.556,.591,0.4,0.5,.818,0.9,1.1,2.0,0.5,0.2,0.2,0.4,0.7,3.8,.452,7.4,2.1,-0.3,-1.0,12.0,0.3,.191,0.6,9.3,0.8,14.7,1.1,10.7,10.7,.618,14.6,0.2,1.1,.135
487,346,Terance Mann,SF,25,LAC,81,33,28.6,4.1,8.5,.484,0.9,2.6,.365,3.2,6.0,.535,.539,1.6,2.0,.780,1.3,4.0,5.2,2.6,0.7,0.3,1.0,2.2,10.8,.301,13.1,0.8,-0.6,0.2,14.3,2.4,.238,-0.8,4.9,3.1,13.4,1.2,9.9,9.7,.572,16.0,0.8,5.5,.113
488,347,Tre Mann,PG,20,OKC,60,26,22.8,3.9,9.8,.393,1.6,4.5,.360,2.2,5.3,.421,.476,1.1,1.4,.793,0.4,2.4,2.9,1.5,0.8,0.2,1.2,1.7,10.4,.463,10.7,0.8,-4.3,-1.1,11.2,1.0,.139,-3.3,1.9,-1.0,10.2,1.7,10.2,6.4,.501,22.0,-0.8,0.1,.002
489,348,Boban Marjanović,C,33,DAL,23,0,5.6,1.8,3.0,.600,0.0,0.2,.250,1.8,2.9,.621,.607,0.6,1.0,.591,0.3,1.3,1.7,0.1,0.0,0.1,0.7,1.0,4.3,.057,4.8,2.1,-4.4,-1.2,27.0,0.2,.314,-3.2,6.9,-0.1,18.5,0.0,15.8,16.9,.615,33.3,-0.1,0.1,.045
490,349,Lauri Markkanen,PF,24,CLE,61,61,30.8,5.1,11.5,.445,2.2,6.2,.358,2.9,5.3,.548,.542,2.3,2.6,.868,1.0,4.7,5.7,1.3,0.7,0.5,0.9,2.1,14.8,.541,6.6,1.4,0.4,-0.1,16.5,2.3,.226,0.4,3.5,2.7,14.7,1.2,6.5,10.2,.582,19.5,1.1,5.0,.127
491,350,Naji Marshall,SF,24,NOP,55,4,13.4,2.0,4.9,.405,0.4,1.9,.200,1.6,3.0,.537,.444,1.3,1.7,.796,0.7,1.9,2.6,1.1,0.6,0.1,0.8,1.3,5.7,.390,12.3,1.0,-3.2,-0.5,16.0,0.7,.346,-2.7,5.6,0.0,12.3,2.2,12.9,10.7,.505,20.8,-0.2,0.8,.050
492,351,Caleb Martin,SF,26,MIA,60,12,22.9,3.5,6.8,.507,1.1,2.6,.413,2.4,4.3,.565,.585,1.2,1.6,.763,1.2,2.7,3.8,1.1,1.0,0.5,0.9,1.7,9.2,.378,7.0,2.3,1.1,0.9,13.0,2.1,.227,0.1,5.9,1.9,14.8,2.1,10.3,9.5,.611,16.3,1.1,4.0,.139
493,352,Cody Martin,SF,26,CHO,71,11,26.3,2.9,6.0,.482,0.9,2.2,.384,2.0,3.7,.542,.554,1.1,1.5,.701,1.2,2.9,4.0,2.5,1.2,0.5,0.9,1.6,7.7,.376,12.4,1.6,-0.5,0.7,11.7,1.5,.253,-1.2,4.6,2.4,12.7,2.3,11.5,8.1,.579,12.1,0.7,3.9,.101
494,353,Kelan Martin,SF,26,TOT,30,1,15.0,2.3,5.7,.409,0.7,2.5,.293,1.6,3.2,.500,.474,0.3,0.4,.692,0.6,1.3,1.8,0.7,0.4,0.3,0.5,1.2,5.7,.439,6.7,1.7,-3.6,-1.0,9.6,0.2,.076,-2.6,4.1,-0.1,9.4,1.4,7.3,6.8,.484,18.1,-0.2,0.0,.005
495,353,Kelan Martin,SF,26,IND,27,1,16.4,2.6,6.2,.417,0.8,2.7,.297,1.8,3.5,.511,.482,0.3,0.5,.692,0.6,1.4,2.0,0.8,0.5,0.3,0.5,1.3,6.3,.440,6.8,1.8,-3.3,-0.9,9.5,0.2,.077,-2.4,4.0,-0.1,9.7,1.4,7.5,6.7,.492,18.1,-0.1,0.1,.010
496,353,Kelan Martin,SF,26,BOS,3,0,2.0,0.0,1.0,.000,0.0,0.3,.000,0.0,0.7,.000,.000,0.0,0.0,,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,.333,0.0,0.0,-25.1,-10.5,17.6,0.0,.000,-14.7,18.5,-0.1,-11.3,0.0,0.0,18.0,.000,22.0,0.0,0.0,-0.382
