,Name,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,ID,Team,SalClean,FG%_,FT%_,TS%_,3P%_,G_pct,GS_pct,GS/G,Sal_class,Sal_class_predict,Sal_class_predict_proba,Height,Weight,Surplus_value,SalFinal,Max_proba
201,Hassani Gravett,PG,25,8,3,21.4,2.3,4.8,0.474,1.4,3.3,0.423,0.9,1.5,0.583,0.618,0.4,0.5,0.75,0.1,2.5,2.6,2.5,0.6,0.1,1.1,1.6,6.3,0.684,17.0,0.5,-2.3,0.2,12.4,0.1,0.105,-2.4,0.6,0.1,10.1,1.4,18.5,6.5,0.629,12.3,0.0,0.3,0.071,/players/g/graveha01.html,ORL,0.106352,0.534,0.833,0.563,0.0,0.0975609756097561,0.0365853658536585,0.375,0,0,"[0.40211883664411546, 0.266225230142223, 0.16232028619691413, 0.10635014285661618, 0.04937983277759433, 0.009985900186965643, 0.003619771195571879]",6-2,188,0.0,0.106352,0.40211883664411546
202,Danny Green,SF,34,62,28,21.8,2.0,5.2,0.394,1.7,4.4,0.38,0.4,0.8,0.469,0.555,0.2,0.2,0.786,0.5,2.0,2.5,1.0,1.0,0.6,0.7,1.7,5.9,0.847,6.5,2.5,-0.5,0.8,10.1,1.6,0.044,-1.4,2.7,0.3,9.5,2.2,12.1,6.5,0.561,12.3,0.5,1.9,0.067,/players/g/greenda02.html,PHI,10.0,0.444,0.621,0.509,0.303,0.7560975609756098,0.3414634146341463,0.4516129032258064,10,0,"[0.3436280194980214, 0.26988762969279595, 0.1797552634545713, 0.12877690759059718, 0.058657416376746735, 0.014326144589334412, 0.004968618797931779]",6-6,215,-5.0,10.0,0.3436280194980214
203,Draymond Green,PF,31,46,44,28.9,2.9,5.6,0.525,0.3,1.2,0.296,2.6,4.4,0.586,0.556,1.3,2.0,0.659,1.0,6.3,7.3,7.0,1.3,1.1,3.0,3.0,7.5,0.21,32.5,3.6,3.2,4.6,23.2,2.8,0.354,-1.4,3.8,0.8,14.3,2.2,31.9,13.8,0.582,14.3,1.8,3.6,0.131,/players/g/greendr01.html,GSW,24.026712,0.491,0.895,0.599,0.339,0.5609756097560976,0.5365853658536586,0.9565217391304348,20,5,"[0.19094780941809977, 0.2159169208663169, 0.20239033546202856, 0.16967334357030575, 0.11937052981332524, 0.08019995101291039, 0.021501109857013142]",6-6,230,-14.026712,24.026712,0.2159169208663169
204,Jalen Green,SG,19,67,67,31.9,6.1,14.2,0.426,2.3,6.8,0.343,3.7,7.4,0.502,0.508,2.8,3.5,0.797,0.5,2.9,3.4,2.6,0.7,0.3,2.0,1.5,17.3,0.48,13.1,0.8,-2.9,-2.4,10.0,0.2,0.247,-0.5,1.7,0.5,12.5,1.0,11.3,5.8,0.547,23.7,-0.5,0.7,0.015,/players/g/greenja05.html,HOU,8.9922,0.395,0.767,0.475,0.304,0.8170731707317073,0.8170731707317073,1.0,5,20,"[0.06632010314017756, 0.08058966271795352, 0.14329103943209276, 0.1525926463946609, 0.2699948939728535, 0.19288276402358015, 0.09432889031868161]",6-4,178,11.0078,8.9922,0.2699948939728535
205,JaMychal Green,PF,31,67,8,16.2,2.4,4.9,0.486,0.5,1.9,0.266,1.9,3.0,0.621,0.537,1.2,1.4,0.871,1.2,3.0,4.2,0.9,0.6,0.4,0.9,2.4,6.4,0.379,7.6,2.2,-1.8,0.1,19.9,1.4,0.284,-2.0,8.6,1.2,14.1,1.9,13.4,14.5,0.587,17.2,0.0,2.7,0.118,/players/g/greenja01.html,DEN,8.2,0.459,0.705,0.498,0.27,0.8170731707317073,0.0975609756097561,0.1194029850746268,5,0,"[0.4758819294157009, 0.2840626392311489, 0.12701446533922703, 0.07968150274398259, 0.029169986138251686, 0.0026948039960581695, 0.0014946731356303802]",6-8,227,-3.1999999999999993,8.2,0.4758819294157009
206,Javonte Green,SF,28,65,45,23.4,2.7,5.0,0.542,0.6,1.6,0.356,2.2,3.4,0.625,0.597,1.2,1.5,0.833,1.4,2.8,4.2,0.9,1.0,0.5,0.5,2.0,7.2,0.311,5.3,1.8,0.1,0.7,13.6,1.5,0.295,-0.6,6.8,2.9,14.0,2.2,7.6,10.2,0.637,11.5,0.8,4.4,0.139,/players/g/greenja02.html,CHI,1.669178,0.415,0.903,0.519,0.331,0.7926829268292683,0.5487804878048781,0.6923076923076923,0,5,"[0.19256896900183157, 0.26347618538225503, 0.22285432356024718, 0.19197947634182652, 0.08788424397442832, 0.031193101140024698, 0.010043700599386113]",6-4,205,3.0,1.669178,0.26347618538225503
207,Jeff Green,C,35,75,63,24.7,3.7,7.1,0.524,0.7,2.2,0.315,3.0,4.8,0.62,0.574,2.2,2.6,0.833,0.5,2.5,3.1,1.3,0.4,0.4,0.9,2.0,10.3,0.318,7.3,1.3,-2.5,-1.2,11.1,1.2,0.374,-1.2,2.6,2.7,12.5,0.7,10.3,7.0,0.627,16.3,-0.2,3.9,0.101,/players/g/greenje02.html,DEN,4.5,0.524,0.75,0.558,0.0,0.9146341463414634,0.7682926829268293,0.84,0,5,"[0.20574481513898157, 0.21716884268511671, 0.20683500883561914, 0.17604445487402373, 0.10871582778649103, 0.06515781498275393, 0.02033323569701465]",6-8,235,0.5,4.5,0.21716884268511671
208,Josh Green,SG,21,67,3,15.5,1.9,3.8,0.508,0.4,1.2,0.359,1.5,2.7,0.573,0.563,0.5,0.7,0.689,0.8,1.6,2.4,1.2,0.7,0.2,0.7,1.7,4.8,0.305,11.0,1.2,-1.0,1.4,11.7,1.4,0.176,-2.4,5.6,1.0,11.9,2.2,13.8,8.6,0.578,13.9,0.3,2.4,0.111,/players/g/greenjo02.html,DAL,2.95752,0.403,0.757,0.523,0.345,0.8170731707317073,0.0365853658536585,0.044776119402985,0,0,"[0.4839167614303489, 0.2798115282102141, 0.12335321983713673, 0.07912540489732377, 0.029332631206333712, 0.003002750960688569, 0.0014577034579532826]",6-5,200,0.0,2.95752,0.4839167614303489
209,Blake Griffin,PF,32,56,24,17.1,2.4,5.6,0.425,0.7,2.6,0.262,1.7,3.0,0.565,0.486,1.0,1.4,0.724,1.1,3.0,4.1,1.9,0.5,0.3,0.6,1.7,6.4,0.463,15.0,1.3,-0.6,0.1,18.6,0.9,0.243,-0.6,7.0,1.2,13.7,1.4,8.2,13.0,0.518,16.9,0.3,2.1,0.106,/players/g/griffbl01.html,BRK,32.405817,0.441,0.81,0.567,0.36,0.6829268292682927,0.2926829268292683,0.4285714285714285,30,0,"[0.3980329876122784, 0.28789160574560063, 0.14595208216731406, 0.10658085313988733, 0.04855992227268415, 0.009178777456920586, 0.0038037716053155256]",6-9,250,-27.405817,32.405817,0.3980329876122784
210,Quentin Grimes,SG,21,46,6,17.1,2.1,5.1,0.404,1.6,4.1,0.381,0.5,1.0,0.5,0.557,0.3,0.4,0.684,0.5,1.5,2.0,1.0,0.7,0.2,0.6,1.6,6.0,0.804,8.5,1.4,-0.3,0.9,9.8,0.9,0.081,-1.2,3.2,0.6,10.7,2.0,10.3,6.4,0.565,15.1,0.3,1.4,0.087,/players/g/grimequ01.html,NYK,2.16876,0.482,0.741,0.55,0.383,0.5609756097560976,0.073170731707317,0.1304347826086956,0,0,"[0.46170674951705687, 0.2870696575944298, 0.13306774259133483, 0.0814582831553607, 0.032104238707354044, 0.003105284546119023, 0.0014880438883440525]",6-5,205,0.0,2.16876,0.46170674951705687
211,Kyle Guy,SG,24,19,0,9.8,1.4,3.4,0.4,0.7,2.1,0.35,0.6,1.3,0.48,0.508,0.4,0.6,0.667,0.2,0.7,0.9,0.9,0.4,0.1,0.7,0.6,3.9,0.615,13.5,0.6,-3.4,-0.3,7.8,0.2,0.185,-3.1,2.5,-0.1,9.5,1.9,15.6,5.2,0.526,19.9,-0.1,0.1,0.035,/players/g/guyky01.html,MIA,0.19186,0.448,0.763,0.529,0.318,0.2317073170731707,0.0,0.0,0,0,"[0.5172826321792627, 0.2624118179369426, 0.11458224192836691, 0.0712789882455116, 0.030030415805997333, 0.0027551757922112366, 0.0016587281117066332]",6-1,167,0.0,0.19186,0.5172826321792627
212,Rui Hachimura,PF,23,42,13,22.5,4.5,9.1,0.491,1.3,2.9,0.447,3.1,6.1,0.512,0.563,1.1,1.6,0.697,0.6,3.2,3.8,1.1,0.5,0.2,0.8,1.3,11.3,0.323,7.9,0.8,-1.5,-1.7,15.6,0.6,0.173,0.2,3.0,0.9,14.9,1.2,7.4,9.4,0.579,20.9,0.1,1.4,0.073,/players/h/hachiru01.html,WAS,4.91616,0.438,0.714,0.5,0.288,0.5121951219512195,0.1585365853658536,0.3095238095238095,0,5,"[0.241690470837498, 0.2442103327198604, 0.20831683715418797, 0.17305256720118678, 0.09677008222278029, 0.026410218546629678, 0.009549491317855853]",6-8,230,0.08384000000000036,4.91616,0.2442103327198604
213,Tyrese Haliburton,SG,21,77,77,35.0,5.6,11.8,0.473,2.1,5.1,0.414,3.5,6.8,0.517,0.562,2.1,2.5,0.842,0.8,3.2,4.0,8.2,1.7,0.6,2.6,1.6,15.3,0.428,34.1,1.6,2.6,-0.1,10.3,1.8,0.209,2.7,2.5,5.2,18.2,2.4,16.7,6.3,0.595,19.0,3.1,7.0,0.125,/players/h/halibty01.html,IND,4.0236,0.356,0.817,0.525,0.349,0.9390243902439024,0.9390243902439024,1.0,0,30,"[0.015361030598772786, 0.04175555630835504, 0.09456444454787877, 0.10924846972788943, 0.19908502791062213, 0.2422956499906908, 0.2976898209157924]",6-5,185,25.976399999999998,4.0236,0.2976898209157924
214,Tyler Hall,SG,24,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-8.5,-0.5,0.0,0.0,,-8.1,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.007,/players/h/hallty01.html,NYK,0.053176,0.332,0.82,0.446,0.237,0.0121951219512195,0.0,0.0,0,0,"[0.5216634146652585, 0.2651980028130602, 0.11389157475917529, 0.06977910210204574, 0.026396255940722677, 0.0018521110017116912, 0.001219538718024423]",6-5,209,0.0,0.053176,0.5216634146652585
215,R.J. Hampton,SG,20,64,14,21.9,2.7,7.1,0.383,1.0,2.9,0.35,1.7,4.3,0.405,0.453,1.2,1.8,0.641,0.4,2.7,3.0,2.5,0.7,0.2,1.4,1.6,7.6,0.4,16.9,0.8,-4.1,-0.1,12.9,1.1,0.256,-4.0,1.7,-1.3,8.5,1.4,14.6,7.3,0.481,18.4,-0.7,-0.2,-0.005,/players/h/hamptrj01.html,ORL,2.30304,0.457,0.743,0.55,0.404,0.7804878048780488,0.1707317073170731,0.21875,0,0,"[0.3529745343658113, 0.26428548886182907, 0.18123111884353868, 0.12368933214854498, 0.06008298180633485, 0.012999178744657247, 0.004737365229282729]",6-4,175,0.0,2.30304,0.3529745343658113
216,Tim Hardaway Jr.,SG,29,42,20,29.6,5.0,12.6,0.394,2.4,7.2,0.336,2.5,5.4,0.473,0.491,1.9,2.5,0.757,0.3,3.4,3.7,2.2,0.9,0.1,0.8,1.8,14.2,0.574,11.4,0.4,-0.2,0.2,12.8,1.5,0.194,-0.4,1.2,0.5,12.7,1.5,5.6,7.0,0.52,22.0,0.6,2.0,0.077,/players/h/hardati02.html,DAL,21.306816,0.483,0.806,0.566,0.278,0.5121951219512195,0.2439024390243902,0.4761904761904761,20,15,"[0.13645180050143457, 0.17867118930218662, 0.2074385378830873, 0.2188458825217479, 0.15959433037720255, 0.07529720311008371, 0.023701056304257017]",6-5,205,-1.3068160000000013,21.306816,0.2188458825217479
217,James Harden,PG,32,65,65,37.2,6.3,15.3,0.41,2.3,6.9,0.33,4.0,8.4,0.476,0.485,7.2,8.2,0.877,0.8,6.8,7.7,10.3,1.3,0.6,4.4,2.4,22.0,0.452,40.3,1.3,4.1,0.3,19.7,2.7,0.54,3.7,2.6,4.9,20.9,1.7,18.8,11.3,0.583,27.2,3.7,7.6,0.152,/players/h/hardeja01.html,PHI,44.31084,0.445,0.782,0.517,0.25,0.7926829268292683,0.7926829268292683,1.0,30,30,"[0.003194724300345015, 0.01359006286783276, 0.026341803927223167, 0.03201323647831397, 0.07860010540194867, 0.26050592359914704, 0.5857541434251844]",6-5,220,0.0,44.31084,0.5857541434251844
218,Maurice Harkless,SF,28,47,24,18.4,1.8,3.9,0.459,0.7,2.1,0.307,1.1,1.7,0.65,0.544,0.4,0.6,0.714,0.3,2.1,2.4,0.5,0.6,0.5,0.7,1.6,4.6,0.558,3.6,2.4,-3.3,0.4,12.7,0.6,0.155,-3.7,1.5,-0.1,7.7,1.6,13.8,7.1,0.561,11.2,-0.3,0.5,0.026,/players/h/harklma01.html,SAC,4.3476,0.442,0.813,0.512,0.282,0.573170731707317,0.2926829268292683,0.5106382978723404,0,0,"[0.4908594608183646, 0.27356150430733717, 0.12481276216842889, 0.076063760270313, 0.03010049964851809, 0.0029156014815020347, 0.0016864113055362288]",6-7,220,0.0,4.3476,0.4908594608183646
219,Jared Harper,PG,24,5,0,8.6,2.8,5.2,0.538,1.0,2.4,0.417,1.8,2.8,0.643,0.635,0.8,0.8,1.0,0.4,0.0,0.4,2.8,0.8,0.2,0.4,1.0,7.4,0.462,64.1,2.2,17.3,3.1,0.0,0.1,0.154,14.2,5.0,0.3,36.9,4.6,6.7,2.6,0.666,29.7,0.2,0.4,0.422,/players/h/harpeja01.html,NOP,0.09593,0.38,0.902,0.539,0.333,0.0609756097560975,0.0,0.0,0,0,"[0.38998342134269226, 0.2445245009240058, 0.1347759379930479, 0.10351059580874401, 0.05735226007889651, 0.03205767898680394, 0.03779560486580867]",5-10,175,0.0,0.09593,0.38998342134269226
220,Montrezl Harrell,C,28,71,3,23.1,5.0,7.8,0.645,0.1,0.2,0.235,5.0,7.6,0.658,0.649,3.0,4.2,0.716,2.1,4.0,6.1,2.0,0.4,0.6,1.0,1.9,13.1,0.031,13.9,2.3,3.9,0.1,18.7,1.2,0.533,3.7,10.0,6.1,23.2,0.9,9.5,14.4,0.68,20.2,2.4,7.3,0.213,/players/h/harremo01.html,CHO,9.7209,0.434,0.806,0.533,0.259,0.8658536585365854,0.0365853658536585,0.0422535211267605,5,15,"[0.09957592573955194, 0.17438404604535265, 0.19603159969580639, 0.2245446922321629, 0.12359383937072253, 0.1154389359316268, 0.06643096098477631]",6-7,240,5.2791,9.7209,0.2245446922321629
221,Gary Harris,SG,27,61,30,28.4,3.9,9.1,0.434,1.9,5.0,0.384,2.0,4.1,0.494,0.539,1.4,1.6,0.874,0.6,1.4,2.0,1.8,1.0,0.1,1.0,1.8,11.1,0.546,9.5,0.5,-2.4,-0.4,5.3,1.0,0.172,-2.0,2.2,1.1,10.9,1.6,9.3,3.7,0.571,16.4,-0.2,2.2,0.06,/players/h/harriga01.html,ORL,20.482143,0.564,0.55,0.575,0.342,0.7439024390243902,0.3658536585365853,0.4918032786885246,20,0,"[0.25587263104739616, 0.230748306734143, 0.20136092563128133, 0.1638160104139057, 0.09587739531931622, 0.04006432338270704, 0.012260407471250241]",6-4,210,-15.482143,20.482143,0.25587263104739616
222,Joe Harris,SF,30,14,14,30.2,4.0,8.9,0.452,2.9,6.3,0.466,1.1,2.6,0.417,0.617,0.4,0.4,0.833,0.4,3.6,4.0,1.0,0.5,0.1,1.1,2.2,11.3,0.71,4.5,0.4,-1.4,-0.5,12.8,0.2,0.048,-0.9,1.3,0.3,9.6,0.8,11.2,7.2,0.624,14.5,0.1,0.5,0.06,/players/h/harrijo01.html,BRK,17.357143,0.409,0.765,0.477,0.238,0.1707317073170731,0.1707317073170731,1.0,15,10,"[0.1793767309553574, 0.1721063257904644, 0.184142265757575, 0.15267821839784404, 0.1791963261839315, 0.09829449870234816, 0.03420563421247942]",6-6,220,-2.3571430000000007,17.357143,0.184142265757575
223,Tobias Harris,PF,29,73,73,34.8,6.8,14.0,0.482,1.4,3.8,0.367,5.4,10.2,0.525,0.532,2.3,2.8,0.842,1.1,5.7,6.8,3.5,0.6,0.6,1.6,2.2,17.2,0.269,15.9,1.5,0.0,-0.6,18.1,2.6,0.198,0.6,3.4,3.0,15.9,0.9,9.5,10.9,0.566,21.7,1.3,5.6,0.105,/players/h/harrito02.html,PHI,35.99595,0.558,0.724,0.584,0.25,0.8902439024390244,0.8902439024390244,1.0,30,20,"[0.023992189414654714, 0.06116408212239343, 0.13189244453939974, 0.14735387499894476, 0.26432185801451574, 0.1747489632571199, 0.1965265876529724]",6-8,226,-10.99595,35.99595,0.26432185801451574
224,Shaquille Harrison,SG,28,2,0,11.5,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,0.333,0.0,0.0,,0.5,1.5,2.0,1.5,0.5,0.5,1.0,1.5,2.0,0.333,16.6,3.9,-8.3,0.7,13.8,0.0,0.0,-9.0,4.9,-0.1,4.6,2.1,25.0,9.5,0.333,15.0,0.0,0.0,-0.067,/players/h/harrish01.html,BRK,0.308493,0.424,0.818,0.529,0.412,0.024390243902439,0.0,0.0,0,0,"[0.5216427479685858, 0.265529252138651, 0.11392637844019907, 0.06942851595682695, 0.02640145577599964, 0.0018521110017116912, 0.001219538718024423]",6-7,190,0.0,0.308493,0.5216427479685858
225,Josh Hart,SG,26,54,53,33.2,5.3,10.5,0.504,1.4,3.9,0.343,4.0,6.6,0.601,0.569,3.0,3.9,0.758,1.1,6.0,7.2,4.1,1.1,0.2,2.1,2.8,14.9,0.374,18.9,0.7,1.0,0.5,20.7,1.5,0.371,0.5,3.7,2.8,16.1,1.7,14.7,12.0,0.61,18.6,1.4,4.4,0.117,/players/h/hartjo01.html,POR,12.0,0.418,0.702,0.492,0.25,0.6585365853658537,0.6463414634146342,0.9814814814814816,10,20,"[0.051590762075730406, 0.10844842352276042, 0.1730588065049737, 0.18773580017471345, 0.25114062866892173, 0.1585346956808254, 0.06949088337207507]",6-5,215,8.0,12.0,0.25114062866892173
226,Isaiah Hartenstein,C,23,68,0,17.9,3.4,5.4,0.626,0.2,0.4,0.467,3.2,4.9,0.64,0.645,1.3,1.9,0.689,1.7,3.2,4.9,2.4,0.7,1.1,1.2,2.5,8.3,0.082,20.5,5.4,4.5,3.1,18.2,2.2,0.361,1.4,10.5,3.3,22.0,2.0,16.5,14.5,0.664,18.4,2.0,5.5,0.215,/players/h/harteis01.html,LAC,1.729217,0.392,0.727,0.516,0.354,0.8292682926829268,0.0,0.0,0,0,"[0.2793579027366954, 0.27470552498658035, 0.17377191155618224, 0.15949223185286046, 0.06713067007033621, 0.03771011297102603, 0.007831645826319412]",7-0,250,0.0,1.729217,0.2793579027366954
227,Udonis Haslem,C,41,13,0,6.4,1.1,2.4,0.452,0.1,0.3,0.25,1.0,2.1,0.481,0.468,0.2,0.2,1.0,0.3,1.6,1.9,0.3,0.1,0.1,0.4,1.2,2.5,0.129,7.4,1.3,-7.1,-0.7,28.2,0.1,0.097,-6.4,5.6,-0.1,8.6,0.6,13.4,17.1,0.495,20.0,-0.1,0.1,0.033,/players/h/hasleud01.html,MIA,2.641691,0.468,0.667,0.544,0.289,0.1585365853658536,0.0,0.0,0,0,"[0.5171185366690894, 0.261745422882296, 0.11446744856689409, 0.07145649715021424, 0.030515004428833037, 0.002924889620541839, 0.001772200682130572]",6-8,235,0.0,2.641691,0.5171185366690894
228,Sam Hauser,SF,24,26,0,6.1,0.9,1.9,0.46,0.7,1.7,0.432,0.2,0.2,0.667,0.65,0.0,0.0,,0.2,0.9,1.1,0.4,0.0,0.1,0.1,0.3,2.5,0.88,9.1,1.2,2.3,-0.3,16.0,0.2,0.0,2.7,3.5,0.4,14.8,0.3,3.8,9.9,0.65,14.5,0.2,0.6,0.171,/players/h/hausesa01.html,BOS,0.313737,0.396,0.667,0.48,0.167,0.3170731707317073,0.0,0.0,0,0,"[0.4445247328870436, 0.2575145750553835, 0.1251677465120123, 0.09446977899437257, 0.049054653635086216, 0.024863738611384828, 0.004404774304715202]",6-8,215,0.0,0.313737,0.4445247328870436
229,Jaxson Hayes,C,21,70,28,20.0,3.5,5.7,0.616,0.3,0.8,0.351,3.2,4.9,0.66,0.641,2.1,2.7,0.766,1.6,2.9,4.5,0.6,0.5,0.8,0.8,2.2,9.3,0.143,4.7,3.8,0.2,-0.3,16.2,1.3,0.472,0.6,8.9,3.7,18.5,1.2,10.1,12.5,0.68,16.4,0.8,5.1,0.174,/players/h/hayesja02.html,NOP,5.34828,0.383,0.813,0.499,0.341,0.8536585365853658,0.3414634146341463,0.4,5,5,"[0.2501319936560108, 0.27747595639391215, 0.19604246314955937, 0.1672502255405299, 0.07365967492825536, 0.02722819335443585, 0.008211492977296165]",6-11,220,0.0,5.34828,0.27747595639391215
230,Killian Hayes,PG,20,66,40,25.0,2.7,7.0,0.383,0.7,2.5,0.263,2.0,4.4,0.452,0.431,0.9,1.1,0.77,0.5,2.6,3.2,4.2,1.2,0.5,1.7,2.8,6.9,0.364,24.6,1.9,-3.5,0.8,12.0,1.5,0.161,-4.3,2.2,-1.0,9.3,2.3,18.4,6.9,0.461,15.7,-0.6,0.5,0.014,/players/h/hayeski01.html,DET,5.57268,0.39,0.724,0.543,0.4,0.8048780487804879,0.4878048780487805,0.6060606060606061,5,0,"[0.3520297361311616, 0.2566575842579603, 0.1787365559327424, 0.12840225414439707, 0.0625068526763287, 0.015900973262336866, 0.005766043595072072]",6-5,195,-0.5726800000000001,5.57268,0.3520297361311616
231,Gordon Hayward,SF,31,49,48,31.9,5.8,12.6,0.459,1.8,4.5,0.391,4.0,8.1,0.496,0.528,2.6,3.0,0.846,0.8,3.8,4.6,3.6,1.0,0.4,1.7,1.7,15.9,0.357,16.1,1.3,-0.7,-0.8,12.8,1.0,0.241,0.1,2.5,1.9,15.1,1.4,10.6,7.6,0.57,20.7,0.5,2.8,0.087,/players/h/haywago01.html,CHO,29.925,0.412,1.0,0.459,0.167,0.5975609756097561,0.5853658536585366,0.979591836734694,25,20,"[0.0896564266171687, 0.12300078076491235, 0.17122537837076626, 0.17680720382280374, 0.24387231445664154, 0.1398440954650676, 0.055593800502639845]",6-7,225,-4.925000000000001,29.925,0.24387231445664154
232,Aaron Henry,SF,22,6,0,2.8,0.2,0.8,0.2,0.0,0.2,0.0,0.2,0.7,0.25,0.2,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.3,0.3,0.3,0.3,0.2,0.0,10.6,-16.5,-2.4,6.5,0.0,0.0,-14.0,0.0,-0.1,-7.4,0.0,28.6,3.3,0.2,18.5,-0.1,-0.1,-0.306,/players/h/henryaa01.html,PHI,0.0,0.609,0.767,0.739,0.5,0.073170731707317,0.0,0.0,0,0,"[0.5204994770807577, 0.2648016562375098, 0.11389686467558298, 0.07024917424276937, 0.02723618205889552, 0.002005113171393601, 0.0013115325330896599]",6-6,210,0.0,0.0,0.5204994770807577
233,Juancho Hernangómez,PF,26,40,9,11.1,1.1,2.7,0.415,0.6,1.7,0.348,0.5,0.9,0.541,0.528,0.5,0.9,0.559,0.7,1.8,2.5,0.5,0.4,0.3,0.4,0.6,3.3,0.651,6.0,2.0,-0.6,0.1,17.1,0.6,0.321,-0.7,7.0,0.3,11.5,1.6,11.7,12.2,0.542,13.4,0.2,0.9,0.095,/players/h/hernaju01.html,UTA,6.17544,0.471,1.0,0.655,0.556,0.4878048780487805,0.1097560975609756,0.225,5,0,"[0.45262857642218834, 0.267740678185237, 0.13114865012203947, 0.0933942790293378, 0.04434681987712735, 0.007559663281626982, 0.0031813330824414124]",6-9,214,-1.17544,6.17544,0.45262857642218834
234,Willy Hernangómez,C,27,50,8,16.8,3.4,6.5,0.52,0.1,0.2,0.333,3.3,6.3,0.527,0.526,2.2,2.8,0.773,2.9,3.9,6.8,1.3,0.4,0.4,1.0,1.9,9.1,0.037,11.9,2.2,0.2,-1.5,26.3,0.9,0.431,1.8,18.5,2.2,22.2,1.2,11.6,22.3,0.582,22.5,0.5,3.2,0.18,/players/h/hernawi01.html,NOP,2.32722,0.405,0.333,0.443,0.24,0.6097560975609756,0.0975609756097561,0.16,0,0,"[0.30737302543533074, 0.2653863203877211, 0.17268762201773336, 0.14146899589244652, 0.07544707018007964, 0.02940440973835234, 0.008232556348334861]",6-11,250,0.0,2.32722,0.30737302543533074
235,Tyler Herro,SG,22,66,10,32.6,7.6,17.0,0.447,2.7,6.7,0.399,4.9,10.3,0.477,0.525,2.9,3.3,0.868,0.5,4.5,5.0,4.0,0.7,0.1,2.6,1.4,20.7,0.391,20.9,0.4,0.7,-0.9,15.4,2.4,0.195,1.6,1.7,1.3,16.2,1.0,12.5,8.7,0.561,28.8,1.5,3.8,0.084,/players/h/herroty01.html,MIA,4.00428,0.373,0.893,0.508,0.293,0.8048780487804879,0.1219512195121951,0.1515151515151515,0,15,"[0.06714500732485991, 0.130704425656803, 0.17027931900052332, 0.19022804316602632, 0.16088369454459797, 0.1364304080050639, 0.1443291023021254]",6-5,195,10.99572,4.00428,0.19022804316602632
236,Buddy Hield,SG,29,81,32,30.9,5.5,13.6,0.406,3.2,8.8,0.366,2.3,4.7,0.482,0.526,1.4,1.6,0.874,0.8,3.5,4.4,2.8,0.9,0.3,1.9,2.3,15.6,0.652,13.8,0.9,-1.2,-1.7,12.8,1.1,0.116,0.5,2.9,0.8,12.9,1.4,11.7,7.8,0.548,22.4,0.5,1.9,0.036,/players/h/hieldbu01.html,IND,22.477273,0.438,0.667,0.577,0.364,0.9878048780487804,0.3902439024390244,0.3950617283950617,20,15,"[0.1342156570212044, 0.16568037765861068, 0.19710452316595467, 0.21071750949008647, 0.17518912526598926, 0.0863340767010606, 0.0307587306970938]",6-4,220,-2.4772730000000003,22.477273,0.21071750949008647
237,Haywood Highsmith,SF,25,19,1,8.6,0.8,2.4,0.348,0.5,1.5,0.321,0.4,0.9,0.389,0.446,0.1,0.3,0.4,0.5,0.8,1.4,0.3,0.1,0.2,0.2,0.7,2.3,0.609,5.1,1.9,-4.6,-1.3,10.9,0.2,0.109,-3.3,7.1,0.0,7.0,0.6,5.9,9.0,0.446,14.0,-0.1,0.1,0.041,/players/h/highsha01.html,MIA,0.547701,0.455,0.767,0.545,0.4,0.2317073170731707,0.0121951219512195,0.0526315789473684,0,0,"[0.521193000144183, 0.26564342138720004, 0.1140756337630679, 0.06949516640847585, 0.026504767167474252, 0.0018654592028611561, 0.0012225519267364782]",6-7,220,0.0,0.547701,0.521193000144183
238,George Hill,SG,35,54,17,23.2,2.2,5.1,0.429,0.8,2.5,0.306,1.4,2.6,0.546,0.504,1.1,1.1,0.919,0.7,2.2,2.9,2.2,0.8,0.1,0.8,1.3,6.2,0.487,12.4,0.5,-1.5,0.6,9.7,1.0,0.225,-2.2,3.3,1.3,10.2,1.6,11.9,6.6,0.552,11.7,0.1,2.3,0.087,/players/h/hillge01.html,MIL,5.275491,0.533,0.667,0.643,0.333,0.6585365853658537,0.2073170731707317,0.3148148148148148,5,0,"[0.34929421934308047, 0.26886069530313483, 0.17751434981128705, 0.1253530942652914, 0.059662887109589176, 0.014198816354950043, 0.005115937812665907]",6-4,188,-0.2754909999999997,5.275491,0.34929421934308047
